ca_county,d_year,store_q1_q2_increase,store_q2_q3_increase,web_q1_q2_increase,web_q2_q3_increase
Caswell County,2002,0.9473102494194957,1.4953779079242722,1.3585393868476106,2.0633035054828586
Hartley County,2002,0.5047370597941031,1.8820020859088715,1.6322650421803453,2.2736056935666538
Kanawha County,2002,0.5767654801155861,1.0750217637077695,1.203052359486863,1.9389896126480772
Charles City County,2002,0.6668525635182998,2.0586161377353256,1.0979128010530483,2.6756681273173784
Barton County,2002,0.7468404165458988,1.6192484068511768,1.7817466889216607,2.016563465724925
Daniels County,2002,0.46262987322528365,2.5675054715060184,0.46302519993263813,4.340959429706309
Caddo County,2002,1.45622291852311,0.9823779362835708,3.6374868142422634,1.6230649968234012
White Pine County,2002,0.9001362568913985,1.752188522679188,1.0013899691264865,3.8443164609844547
Kenedy County,2002,0.5974483495056896,2.886210469209852,1.027158919929073,3.5781124593174733
Garvin County,2002,0.5166519334711718,2.2089555417128888,1.0359973672623348,2.530821863050681
Lauderdale County,2002,0.9159854106508792,1.4344203472132286,1.172584901621137,2.3585327042983506
Big Stone County,2002,0.862879632706206,2.039077318239065,2.38324532911623,7.868355353093468
Story County,2002,0.8094688831306099,2.2188268180661326,1.451729364038963,3.1122440257743524
Bradford County,2002,1.0075318514111375,1.6498594797175719,1.445773098467157,2.6923287825297035
Palo Pinto County,2002,1.0645674415072444,1.0568901599788405,1.2757852200579722,2.373477987319407
Throckmorton County,2002,0.8527927798946758,1.2549919414664814,1.05605764377077,1.3643672962954572
Claiborne Parish,2002,0.5924950439752259,2.6400847925959625,1.2473761069470675,2.7270357747713594
Dade County,2002,0.86538790170198,2.363982526503408,1.1608483652289134,2.3725834908531893
Buffalo County,2002,0.962199233800615,1.5089443509089466,1.1878471450589014,2.303777473832989
Jerome County,2002,1.075842357215951,1.4520012403335434,4.107017860468331,1.5437322010237502
Glynn County,2002,0.9566427406934773,1.7774837485856279,1.703590274471778,3.8666562057210583
Mellette County,2002,0.774184410617298,1.8665067967280142,1.7594387392196604,2.7712548468187883
Osborne County,2002,0.7483599850983945,1.875975255366135,1.21923141158873,1.90478777259444
Goshen County,2002,0.7201560427343053,1.8335199016915673,0.7220104523686305,2.227181370481324
Rio Grande County,2002,0.7242877900859167,1.9241445149668166,0.7605260007556873,3.326279523726174
Richland Parish,2002,0.7171571069939315,1.6340632437508333,1.0383333285374325,2.384030220992895
El Paso County,2002,0.8375301278786648,1.228106768856773,1.1348001088021247,1.7341684564093989
Huerfano County,2002,0.895684300731785,1.7264134282660926,1.4375132232851964,2.3847742676609953
Gregory County,2002,0.9986921386085411,1.2553794816797166,1.0848605015942854,2.3191128735633706
Forrest County,2002,0.6616698045101057,1.7210003460799497,0.7862580340408492,2.032440894677817
Wagoner County,2002,0.6926042284785986,1.748725868014844,1.6267662600374149,2.5377868959505
Baxter County,2002,0.6208982524708517,1.7499615230909074,1.9416132263148884,1.9402882806663937
Yakutat Borough,2002,1.3829312750450493,1.845329882956022,1.4410411919871107,4.004937772100206
Fulton County,2002,1.0828438343911524,1.5956976150886646,1.2641631382008465,1.8313452308426077
Ottawa County,2002,0.9696511145228749,1.721919039550525,1.131987684737747,2.840775556595427
Missaukee County,2002,1.0051424136285187,2.178142741367882,1.1450116920333326,2.974646962360786
Dawes County,2002,0.7817618330856148,1.722048441591141,0.9890250075933988,2.568039993625246
Jo Daviess County,2002,1.0684723490917623,1.507714997668755,1.892852898984474,1.8819282445229073
Aiken County,2002,1.0285866848889682,1.1109373274578562,1.2523709415492172,1.5498655398668435
Coconino County,2002,1.2220303186128825,1.6838033628291822,1.566032389381249,2.376504341033423
Meade County,2002,0.9660492040388001,1.6707215062152974,1.026894631045424,2.221129265014189
Redwood County,2002,0.8070476729350546,1.7387506023068864,1.094493853406056,2.7586667605733
Dundy County,2002,0.9203124147032121,2.2201755489877417,1.1695294277391466,3.3413787522956295
Wirt County,2002,0.8690961530707615,2.070934797526497,0.91919046782312,6.685157617676874
Gallatin County,2002,0.7696200236522636,2.0986777956749982,1.0189591397646804,2.403082068748959
Emmet County,2002,0.8949226778155821,2.2243935288064085,1.6234141704800167,2.3283924821553565
Preble County,2002,1.5882322143394123,1.2882567804973604,2.5209460485998783,1.3901998576326313
Green Lake County,2002,0.712666927456417,2.5215765382526163,0.7517718423944069,2.7285323953906695
Love County,2002,0.6815075740872529,1.1515589730294606,0.8914329804194089,2.636510238435068
Piatt County,2002,0.9142082459421543,2.307135660707026,1.904525940258798,3.307365550364498
Cheyenne County,2002,0.8893006217944041,1.6510394516884968,1.4188815557250072,1.7253270414645616
Luzerne County,2002,0.9038594904861532,1.842034403701376,11.235312509899208,2.562926406732024
Cherry County,2002,0.6061991551890927,1.4418901046905017,0.7786817274663458,2.8741995613701556
Finney County,2002,0.5320751472146323,1.87126705895934,0.9578604187800994,2.2859046500518447
Gulf County,2002,1.3764855898313746,1.1386770014489827,1.6932784520544482,1.661231205494515
Greenwood County,2002,0.9436673041881664,2.0108062683079275,1.0733172545873857,2.1958098014287213
Allegheny County,2002,1.1924660212586713,1.605460528151249,2.5810503447163207,2.1328411526841067
Jefferson Davis Parish,2002,0.6568977330748234,2.821146986486587,0.9130002332036423,2.924346438791937
Santa Barbara County,2002,0.6777833422887701,1.9172900767471897,1.0209229091692136,4.777488724065537
Anson County,2002,1.1574012040200947,1.493913739097585,1.3350003965372192,1.761119375576809
Banner County,2002,1.2643445863488172,1.9173073537148189,8.539553994011587,2.7385167271468602
Avery County,2002,0.7080300851509194,1.5770587685115016,0.9292855205404581,3.0017543481362017
Hand County,2002,1.0267458655042987,1.3285415137393617,2.3717111513189764,2.1536818845775434
Ravalli County,2002,1.1948255121728588,1.8846122836923564,1.3631329378388242,2.5958113922377715
Trempealeau County,2002,0.7691029990943384,1.5948201485211295,1.1222546799500919,2.190563594331276
Terry County,2002,0.7869676914759788,1.3158380241588161,1.136338793928633,2.2455001440234734
Highland County,2002,0.8436245908148334,1.9812586676184922,1.0007401917607213,2.8445632505067127
Franklin Parish,2002,0.6298050866292837,1.6330191504373952,1.022726384720268,3.511415558127185
Bucks County,2002,0.811486552273776,1.5720581759565915,1.004948799624503,2.5319471828138895
Faulkner County,2002,0.634142438326106,2.0665459887705864,1.3464508052605162,3.0276186893854566
Ouray County,2002,1.449541664421848,1.5088884173966444,2.4504927982537494,2.6635993909969486
Hendricks County,2002,0.636311626648387,2.0921046341062897,0.9318974370287668,2.212352927301539
Mower County,2002,1.7099016654727843,0.9902449691470632,4.146319387606064,1.5840235215289657
Jessamine County,2002,0.7019356794035546,2.3087407051512616,0.7233038937006048,4.026412362926266
Kingman County,2002,0.5449796704224432,2.4463362606581156,0.7828526971088385,3.329594656972202
Poweshiek County,2002,0.6843516042882228,2.0047679410839176,1.0996412808489486,3.7897772264017155
Letcher County,2002,0.5806848349085482,2.994821129519116,0.9691032736945662,3.1498178126428176
Jenkins County,2002,0.6817877736515437,1.9026249044503758,0.8860590162183783,1.923029909288844
San Luis Obispo County,2002,0.9031320474970828,1.5686367345556809,1.1028120251565303,2.1026680465462864
Idaho County,2002,0.9934290323922847,1.943255667266018,2.549650181522076,3.4079115250600323
Gonzales County,2002,0.5621505941643881,2.330504508900012,1.7056607559205474,2.4945624750288498
Norfolk city,2002,0.8991167379633082,1.2399688347183169,1.8213936515303193,1.3379747159577813
Okfuskee County,2002,1.14766955605083,1.0562932421719697,1.2212711112175678,1.8635526521858197
Madison Parish,2002,1.6599013099499285,1.2798268590397894,2.259150198581501,3.7306793766212136
Pepin County,2002,1.3459530078352613,2.2272348522036447,1.5550619708803668,3.5976423665942496
Thomas County,2002,0.6028443842924491,2.370205612845018,0.6355981686497248,3.01630763552054
Dauphin County,2002,1.0087183219010276,2.0075368250295895,1.17136901726786,2.8223693831824455
Martin County,2002,0.9749124553199299,1.6200919861002596,1.274559762816399,1.7591466271455
New Haven County,2002,1.0782754636141856,1.481844371537037,2.03008676811082,2.237656864418348
Maury County,2002,1.0667721638297525,2.0906381793945004,4.104705015735735,2.7992936549455414
Huntington County,2002,0.9912963027416715,1.7736996848922657,2.0076894792357223,1.9650093713847678
Latimer County,2002,1.5174628171848659,1.4943775352351019,1.6704575092023155,1.7073559410676677
Jay County,2002,0.7307427362416462,1.4723032653845032,0.8536618610253877,1.7424824003164017
Mesa County,2002,1.7281293408658924,1.9383566630613136,2.078094285445907,2.460382385796571
McKenzie County,2002,0.8187899554949121,1.993320355271726,1.1115208018454632,2.8850647102152887
Wichita County,2002,0.7917600311594576,1.5470655417599148,1.2444332801975662,2.092383440477445
San Augustine County,2002,0.9874104963079866,1.4932189999148415,1.788682790431249,1.9903152818986907
Rosebud County,2002,0.9563995744815588,1.1747254632438269,1.567464413820855,2.6977036656186093
Pittsylvania County,2002,0.5820522478330556,2.898833797780796,0.8372779038266157,4.7978196349075475
Freeborn County,2002,0.5359244356735728,2.3440381205356915,0.6381261902209631,3.53257374319953
Licking County,2002,0.8449340711287092,1.6757843450495333,0.8657757096858172,3.255169156982203
Limestone County,2002,1.0539207279747422,2.137624129613269,1.5208214809456346,3.7296074544543996
Bladen County,2002,0.826468176697049,1.5635330393349984,0.9093471546784354,2.9320853960819337
Moniteau County,2002,1.3266840872837107,1.882897102404702,4.322348618690014,2.4030620654430614
Camas County,2002,1.435703926642937,1.5115960003979498,2.067821686214448,1.9329107285036635
Dodge County,2002,0.8167215874457842,2.252715062091762,1.2852927009986979,2.4997106645525315
Juneau County,2002,1.557635018577738,1.464251679809596,2.637191262822435,2.773302327670799
Cape May County,2002,0.6159518094890807,1.497320745780503,1.0169880262857636,3.018590443586374
Erie County,2002,0.7600551445471271,2.1481090195979404,1.0307131163002905,2.6793371257945657
Edgar County,2002,0.9399711272569539,1.453063406762417,1.1947791098172031,2.856609332479788
Bexar County,2002,0.6206916126512033,1.994161750747925,0.8946485422154662,2.208508054078214
Charlottesville city,2002,0.9222146599889751,2.680726523921428,2.3805226746144954,3.131855808972365
Muhlenberg County,2002,1.0406432442505482,1.65571999834928,1.087621050254513,2.685341937691359
Brazoria County,2002,1.7252886864197516,1.2212562637982336,3.656145926652856,1.326165095449812
Dewey County,2002,0.6714205715909561,2.4465937054135374,0.7065550667698313,2.9412879441531357
Sauk County,2002,0.6408709684669308,1.7373416189805022,0.7169965297469597,3.2898398930267705
Bleckley County,2002,0.7322359336683801,1.8513122539377913,1.163245794553308,1.8552376563106368
Casey County,2002,0.8681688696884349,1.9167357021053035,1.6922802188538744,2.2213255167239034
Beaufort County,2002,0.9123835028142935,1.5948685641664024,1.1115190804645745,2.066852151060637
Blanco County,2002,0.9114533728996318,1.2404340726398178,1.368846240320297,1.6581045980209899
Storey County,2002,0.7737706158549565,1.5871022151400584,1.3969209995672567,2.1076328953722316
Chesapeake city,2002,0.9752685034415112,1.9008912162005691,1.3784001953530005,2.006991261006003
Kauai County,2002,0.5892510712045909,1.6982379078686136,1.4546774670430913,1.9611746211320369
Pope County,2002,0.8942639101517524,1.6469218513731312,0.9298945950209943,2.281044305622506
Arthur County,2002,0.5658803622743837,1.9231941717651053,3.9231530804572374,2.6392773479228895
Monona County,2002,0.8660061816449006,2.0377997858802437,0.9295890194392713,2.1518480934205737
Hernando County,2002,1.21924135267498,1.206203385522729,1.260071614672405,2.452694285222646
Bremer County,2002,1.191701327090049,1.3462130116506856,1.8340458469819576,1.469233488967018
Darlington County,2002,0.9608550571604522,1.9086358650972755,0.9731544795141318,3.0088064437041453
Major County,2002,0.832745126802804,1.5429719812009532,1.2350574413137165,2.804375042363644
Plaquemines Parish,2002,1.0158042021069758,1.715339303405182,7.650922798266771,3.1144332263809247
Coles County,2002,0.5722676743351618,1.909636368531754,1.413551943517341,3.455739630339371
San Francisco County,2002,0.7608215017111706,1.8482795666550078,1.133500632951441,3.7472676758061443
Cambria County,2002,0.8643802120105634,1.25523075291605,1.002812689014646,1.3571079370969423
Lafayette County,2002,0.87534585404619,1.792096018408784,0.8799990703248571,1.8751159189708615
Chase County,2002,1.0466376621569082,1.5984997878491713,1.188889051347796,2.1133980885138044
Vanderburgh County,2002,0.8432501027582573,1.9662457357323544,0.9717270670343721,4.754018552563144
Hidalgo County,2002,0.7022659075871817,1.7626079181989325,0.8082600406124386,2.461407372300182
Teller County,2002,1.1555050405490912,1.6822644809316851,4.022718698394374,1.9532257774857604
Bingham County,2002,0.8957384237855224,1.5923137518253487,1.2150613583124303,2.13554311033004
Waseca County,2002,0.8271064112838571,2.2747377709517878,1.1076964898150174,2.937089733238084
Turner County,2002,1.0873606167018215,1.6187856951747894,1.9025673669782697,2.0803877326936493
Wilson County,2002,1.1901709188538692,1.6256940304667613,1.3383606384821922,1.9955520057606315
Bristol County,2002,1.0089542345405225,1.6687573118760768,5.783442132563334,1.6833519615322114
McCone County,2002,0.6783365196787102,2.23012933949201,1.5538627000095813,3.4835213125111824
Toole County,2002,1.0352773003686813,1.1441840539949466,3.821359534329874,2.4213856364556956
Ionia County,2002,0.9904101905670252,1.5696888314435868,1.0948957866423885,2.372431702865368
New Castle County,2002,1.0375800448638621,1.0524083547721055,1.1731611662869121,4.962429059040897
Essex County,2002,0.8696831639876635,1.7852015052064725,1.4592144169367929,1.8204371986929047
Pima County,2002,1.311406725167382,1.5589668851402407,1.4516610406936656,2.3269226237516225
Crockett County,2002,1.1386525145909752,1.6964208758977353,1.1882374370791038,3.430530554852873
Dale County,2002,0.8864679028640137,2.3227667611592824,1.2488103864692564,2.5328548359602485
Wallowa County,2002,0.9063112395222018,1.7351643427859351,2.90113017523453,2.3392481538369694
Yellow Medicine County,2002,0.3892703278706728,3.1251890211222295,0.8805177523026088,4.0851901532032455
Cheatham County,2002,0.864595270139733,2.7058301573609174,1.243017002744867,5.348702811423124
Houston County,2002,1.2432585469728823,1.2602399273823137,1.4436991633697862,1.711734832380362
Evangeline Parish,2002,0.9325191740360541,1.949073886133418,0.9716049066621371,4.504483749533217
Arlington County,2002,0.39024937516517477,4.155398059783439,0.4404965148996788,5.250061786650955
Kossuth County,2002,0.842549394622988,2.6997641949986746,1.1240992097595468,2.7705297528129744
Craven County,2002,1.2133977979016226,1.8062054405560717,1.5169961012509627,2.028836290155846
Leslie County,2002,0.8730443863830376,2.1069346788176295,1.960630314275717,2.1126091679173755
Barnes County,2002,1.2580227950813092,1.5448253757190225,2.1680025065689157,2.7164325043810047
Frio County,2002,0.529217223793707,2.701179756832706,0.9907588452181598,2.8777544022924744
Hayes County,2002,0.804511925874358,2.167639042857799,1.0039884343654897,2.7980135434599007
Jones County,2002,1.2203178142395776,1.5379531459567746,1.702313097757353,1.640395590418424
Labette County,2002,1.1990736987827386,1.4733641635501395,2.0627906318696763,1.8462292417201605
Gooding County,2002,0.7863702145148979,2.667002657304813,0.8646527022856096,3.332705949883593
Queens County,2002,0.5634027439149247,2.180298079606655,0.9569943232779272,2.4095842638672944
Glasscock County,2002,0.6620894148751236,1.8075559975570705,1.5535426442772542,3.7987774158932965
Pittsburg County,2002,0.4284071359971976,3.3655758123113793,0.9681714889228316,3.654910318995655
Cocke County,2002,1.300382620447281,2.080613317162452,2.9154020353600254,2.965013152423417
Pike County,2002,0.877896493588888,1.6723296639312517,1.07759283184791,2.470278604585005
Santa Fe County,2002,0.7798949368661795,1.9801856729009186,0.8526652632407334,2.3647766409848003
Hancock County,2002,0.9543498521356122,1.882449616614719,1.1524883164932278,2.291685757559011
Troup County,2002,1.3129042158356155,1.444990773163087,2.4554367610421566,1.8110531875517109
Jack County,2002,2.0562086392249452,1.4472687362513237,3.1054607438095188,2.287953368268462
Collingsworth County,2002,1.0232003723893413,1.6597660937794023,1.5615626135147893,1.675033857370945
Outagamie County,2002,0.6934827744085846,2.4732903427809827,1.2186765648141604,3.561599997575728
Kerr County,2002,0.9387008017540692,1.2272653603298207,3.795306942922678,1.5614203560852007
San Bernardino County,2002,0.443622415469361,3.366415542476372,0.547368983357926,3.6169407691120203
Cleveland County,2002,1.046481130939276,1.3793815955236142,1.7467543604790257,2.11766003638065
Rabun County,2002,0.8951305732511751,1.7413984256199218,1.130131447670814,2.1380147671422685
Valley County,2002,0.7928070283217686,2.094552959030013,1.1413374168513017,2.6182833561058256
Graham County,2002,0.9109388733801137,1.73313332339404,1.493144192240702,2.094033063950085
Iberia Parish,2002,1.0257214707247393,1.1409704716169335,1.3104432545774054,1.4836904709116707
Seminole County,2002,0.9284711757998915,1.3534387212967491,1.04580130957513,2.2119820559135546
Mendocino County,2002,0.6125485570434159,2.5892096614628475,0.7692922078175616,2.7738708124011477
Trimble County,2002,0.6875646791670036,2.4343655446259675,0.8210906986135978,2.5206402810672848
Spokane County,2002,0.545617358840019,2.5752659227415537,0.6803679444324463,2.9782288039504303
Doniphan County,2002,1.1477264212917904,1.7929011007253681,2.2364496703837147,2.9696862592764197
Dickey County,2002,1.1191585070533694,1.6648693456360775,1.5984613287959457,2.8442160108526693
Vilas County,2002,1.2061934235048775,1.5485932020628412,1.3785612007558246,1.9755220772744884
Audubon County,2002,0.9171600864587485,1.447083599373342,1.114139008311175,1.8096063081306046
Pontotoc County,2002,0.8949094597855307,1.4290569888361087,1.1403588196596126,2.0563626818131695
Horry County,2002,0.7902459860388977,1.701969185550667,0.8883419672316687,1.8682829604422806
Blair County,2002,1.0249525332387703,1.158769350254525,2.126772076803263,2.3354474259056035
Leflore County,2002,0.988736953413476,1.0961432097571795,1.4791935045435858,1.6048005913635497
Rankin County,2002,0.7257766422916191,2.3718084388309837,2.658330041516976,3.2779942879910577
Fairfax County,2002,1.0889008634411377,1.6516941106711363,1.5373330508370489,1.7272436965128724
Churchill County,2002,1.1777517527807433,1.2007976182964555,2.1545976437437244,1.2182849401877947
Winn Parish,2002,0.9794691984349371,1.455036029415259,1.2729612797806187,1.6621374596567133
Lipscomb County,2002,1.6008970784385288,1.3266995128562888,1.7161721492774793,2.4873972833711373
Unicoi County,2002,0.9507376076494244,2.2159726526184933,0.9508565823613098,2.6894174024970647
Habersham County,2002,1.2551820021481985,1.8846230907518413,1.2828237787751935,1.9056504451354137
Lafayette Parish,2002,1.0829474158155878,1.7791959727550688,9.647048779279055,2.074258891760058
Buena Vista city,2002,0.7441898757445212,2.0909256883648335,2.0185708952729966,4.826366233854334
Tehama County,2002,0.8372774875483915,1.425058639451413,2.015799950874339,1.5714987369033457
Windsor County,2002,1.1384260821373764,1.4765714942591193,3.300563230440057,2.9081293845059193
Vernon County,2002,1.198719458812121,1.5629769342182063,1.4719592473427654,1.6722537037639131
Green County,2002,0.9051588432230447,1.735445409677784,2.100041891564251,1.76460728448589
Caledonia County,2002,1.132802664461504,1.299023039291236,3.089584458194471,6.138464033918018
Ross County,2002,0.872521618680626,2.067380083146479,1.4088277187514853,2.6115077641905433
Clackamas County,2002,0.41912371439443696,2.91543531555358,0.5147006441239746,4.470616534423889
Barren County,2002,1.003069416212162,1.8564242738476626,2.2584665305043194,2.3410776206125643
Pleasants County,2002,1.1357983265683727,1.6921123308829435,1.7188529009507116,2.4502372176538283
Klickitat County,2002,1.1378749735788583,1.844068422711656,1.1784826435675153,1.9328705284839325
Starke County,2002,0.8280510142802077,1.1747891463372526,0.9076903623824139,1.9177445090900336
Calaveras County,2002,0.605299013060649,2.255174241059961,0.901367519829937,2.991337590820526
Darke County,2002,0.873233930057418,1.818992449007988,0.9667206250843665,2.1318034626309124
Stoddard County,2002,0.8474258319630733,1.7961427024300336,1.190190950929661,2.467524878962579
Twin Falls County,2002,0.9217885851743406,1.9660984560727341,0.931049778647926,7.893648593681736
Iowa County,2002,1.3831880046609715,1.9767084925160356,2.077873694020474,2.458820826789716
Jim Wells County,2002,0.9995429000816666,2.2597915705176703,1.5421799802467984,2.6968591473312507
Alcona County,2002,1.079696805697147,1.7794523711771102,1.692450720651159,2.3368309260457076
Miller County,2002,1.0532964771021118,1.7787303109078527,1.6637047759175518,2.0066748490330304
Fairfield County,2002,1.075111122664313,1.8380127555803454,1.0941641270466889,2.3228946549414973
Deuel County,2002,1.0360030943835328,1.8159175612126806,1.7525712896268621,2.3363485934722954
Hardy County,2002,0.5916305334433739,2.26652818928716,1.6473130607122721,4.117137889336686
Magoffin County,2002,1.2525997918451863,1.424849055964016,2.0781023075190053,1.529049423952181
Kingfisher County,2002,1.7115944771691718,1.4201931765469626,1.7651344618850695,2.1803832329938233
Edgecombe County,2002,0.9008669084206717,1.9410436579044414,1.1157621223906347,2.3520132118546013
Griggs County,2002,0.7512711080248452,2.474109086349922,1.1956803784155547,2.545322332172572
McNairy County,2002,0.9535718562116348,0.9088088955245798,1.2738018516501528,1.11005508696542
Ritchie County,2002,1.6381127661304293,1.4540015196451102,2.085600771116927,2.0632378295091223
Culberson County,2002,1.0684354579046358,2.154221841368031,1.3555009203448787,2.2093799457254373
Hooker County,2002,0.9178216078876561,1.880022891215507,1.9763039808249998,2.5985113227990984
Roscommon County,2002,1.6289016901491156,0.9874614287751096,1.843786353206934,2.4703863880397483
Charlevoix County,2002,1.3190661355827022,1.216268090354843,12.60723930575717,1.5146929778262817
Graves County,2002,0.6252924176370801,2.053974102911171,2.3948452514628986,3.578299300391435
Wise County,2002,0.953015991831351,1.879315468204265,1.070698492232337,2.49382420911358
Raleigh County,2002,1.0233567809269077,2.4663869865629966,1.0736428702036733,3.084568540245025
Kearny County,2002,0.753377859635799,1.8269015525151608,1.6429023757172057,3.536308347527098
Eddy County,2002,1.6943170636989955,1.3337229801617403,1.7926113819266039,2.129975966390679
