avg_monthly_sales,cc_name,d_moy,d_year,i_brand,i_category,nsum,psum,sum_sales
25430.6275,NY Metro_1,2,2001,exportiimporto #2,Men,15523.5,14552.59,12232.97
26033.8525,North Midwest,3,2001,amalgscholar #2,Music,15181.65,15038.15,12849.51
25619.735,Pacific Northwest_1,5,2001,edu packedu pack #2,Shoes,15703.76,16860.41,12435.4
25053.01916666667,California_1,2,2001,exportiedu pack #2,Shoes,14968.74,15325.89,11882.43
24889.220833333333,Hawaii/Alaska,2,2001,amalgimporto #2,Men,13345.84,16181.82,11749.59
25818.57,NY Metro,2,2001,exportiimporto #2,Men,14053.75,14559.99,12684.27
25818.57,NY Metro,7,2001,exportiimporto #2,Men,34464.12,16700.58,12696.63
24811.629166666666,California,2,2001,importoimporto #2,Men,13872.87,15530.1,11709.56
24388.556666666667,NY Metro_1,6,2001,amalgimporto #2,Men,13840.4,15884.41,11292.79
25525.549166666668,NY Metro,4,2001,edu packedu pack #2,Shoes,14686.87,14250.89,12435.83
24329.3875,California_1,2,2001,amalgimporto #2,Men,12479.2,14020.13,11246.34
25461.63,California,2,2001,edu packedu pack #2,Shoes,15264.51,16388.76,12379.55
25332.6125,California,2,2001,edu packexporti #2,Children,15104.53,16515.36,12262.41
24659.615833333333,NY Metro_1,4,2001,exportiedu pack #2,Shoes,15987.83,14265.55,11595.03
25329.764166666668,Hawaii/Alaska,5,2001,amalgexporti #2,Children,15766.39,14089.85,12268.83
26380.4075,North Midwest_1,7,2001,amalgexporti #2,Children,34423.32,13988.66,13332.6
25830.021666666667,California_1,2,2001,amalgscholar #2,Music,15225.58,15640.38,12802.67
25602.393333333333,NY Metro_1,6,2001,edu packimporto #2,Men,13471.35,16938.31,12589.25
25525.549166666668,NY Metro,7,2001,edu packedu pack #2,Shoes,33687.17,16657.92,12542.12
24751.53583333333,NY Metro_1,7,2001,edu packscholar #2,Music,32872.48,13267.98,11776.96
25098.461666666666,Mid Atlantic,6,2001,exportiedu pack #2,Shoes,14899.56,16131.69,12128.16
24406.153333333332,Pacific Northwest_1,2,2001,exportiedu pack #2,Shoes,15691.69,14541.08,11442.85
24829.82,NY Metro,2,2001,edu packamalg #2,Women,13928.14,13952.31,11868.7
24969.283333333333,Hawaii/Alaska,2,2001,edu packexporti #2,Children,14898.66,15008.67,12027.52
24140.15,Mid Atlantic,2,2001,importoamalg #2,Women,14211.06,15582.39,11203.26
26191.52666666667,California_1,2,2001,amalgexporti #2,Children,17104.0,17346.48,13258.39
26156.0875,California_1,3,2001,importoexporti #2,Children,14501.99,11574.49,13239.62
25565.08,Hawaii/Alaska_1,4,2001,amalgscholar #2,Music,15206.93,16236.54,12661.23
25492.085833333334,NY Metro_1,2,2001,edu packexporti #2,Children,14976.92,13172.87,12613.38
25550.238333333335,North Midwest,3,2001,exportiimporto #2,Men,15349.0,12311.42,12674.53
25269.6375,California,2,2001,importoamalg #2,Women,13863.78,16660.05,12418.08
25650.766666666666,North Midwest,2,2001,amalgexporti #2,Children,14092.89,15541.81,12799.47
25971.335,North Midwest_1,7,2001,edu packexporti #2,Children,33968.92,16353.08,13138.39
26717.9,NY Metro,7,2001,amalgexporti #2,Children,36254.56,16755.54,13897.64
24371.821666666667,Hawaii/Alaska,2,2001,importoamalg #2,Women,15383.37,13434.86,11567.66
25329.764166666668,Hawaii/Alaska,3,2001,amalgexporti #2,Children,14089.85,15502.08,12533.65
25329.268333333333,Hawaii/Alaska,6,2001,importoexporti #2,Children,17926.27,15416.36,12538.22
25332.6125,California,4,2001,edu packexporti #2,Children,14255.82,15104.53,12564.39
24583.3825,California,2,2001,amalgimporto #2,Men,14328.83,14626.07,11824.22
25390.346666666668,North Midwest,3,2001,edu packimporto #2,Men,15653.75,14246.89,12643.15
25098.461666666666,Mid Atlantic,2,2001,exportiedu pack #2,Shoes,14391.55,16943.6,12360.85
25404.8525,NY Metro_1,6,2001,importoimporto #2,Men,14917.41,16745.1,12673.0
24922.259166666667,North Midwest,6,2001,importoimporto #2,Men,14864.15,15931.38,12205.99
24394.4625,North Midwest,2,2001,importoamalg #2,Women,13523.55,14201.83,11703.05
26717.9,NY Metro,2,2001,amalgexporti #2,Children,14384.57,17402.01,14041.27
24969.283333333333,Hawaii/Alaska,4,2001,edu packexporti #2,Children,13663.37,14898.66,12294.05
25012.16833333333,California_1,6,2001,edu packexporti #2,Children,15791.42,17336.81,12337.8
25505.340833333332,Mid Atlantic_1,1,2001,amalgscholar #2,Music,11642.31,38251.46,12861.09
24336.189166666667,North Midwest,6,2001,importoscholar #2,Music,15918.53,12633.2,11701.92
25461.63,California,7,2001,edu packedu pack #2,Shoes,34224.75,14034.98,12831.48
25438.935833333333,NY Metro_1,2,2001,importoedu pack #2,Shoes,12960.25,15050.52,12812.73
25594.7325,Pacific Northwest_1,2,2001,importoedu pack #2,Shoes,16423.59,14950.82,12970.92
24595.463333333333,NY Metro,2,2001,importoimporto #2,Men,12221.22,14838.85,11972.02
24110.093333333334,NY Metro,3,2001,importoscholar #2,Music,12180.01,10908.03,11498.73
24899.8825,Pacific Northwest_1,6,2001,amalgamalg #2,Women,14913.48,10975.33,12293.23
27709.5175,Hawaii/Alaska_1,2,2001,amalgexporti #2,Children,16724.37,15676.14,15112.97
24995.109166666665,California,4,2001,exportiamalg #2,Women,14710.35,15108.37,12401.76
26363.493333333332,Mid Atlantic,2,2001,amalgexporti #2,Children,15544.73,15671.18,13783.04
25982.635,Pacific Northwest,2,2001,edu packedu pack #2,Shoes,13985.6,15899.78,13413.38
24302.351666666666,Pacific Northwest,2,2001,edu packexporti #2,Children,16180.31,16518.26,11740.83
26893.095,California,4,2001,amalgexporti #2,Children,16451.84,14546.08,14335.51
24041.615,Hawaii/Alaska,2,2001,exportischolar #2,Music,14255.0,14587.0,11496.57
26420.983333333334,NY Metro_1,6,2001,amalgexporti #2,Children,15581.57,14211.42,13879.23
25983.976666666666,Mid Atlantic,2,2001,importoedu pack #2,Shoes,14271.04,16604.36,13449.34
25794.29333333333,Hawaii/Alaska_1,3,2001,edu packimporto #2,Men,14731.95,13947.19,13262.23
25401.6625,California_1,6,2001,exportiimporto #2,Men,15885.36,15864.1,12875.81
26145.8525,Pacific Northwest,5,2001,amalgexporti #2,Children,16316.04,15997.52,13627.98
24775.881666666668,Mid Atlantic_1,4,2001,amalgimporto #2,Men,15812.49,16317.0,12274.48
24989.754166666666,Pacific Northwest_1,2,2001,importoexporti #2,Children,14684.08,14199.76,12492.63
25983.976666666666,Mid Atlantic,4,2001,importoedu pack #2,Shoes,14796.09,14271.04,13488.77
24775.881666666668,Mid Atlantic_1,1,2001,amalgimporto #2,Men,13960.74,34333.09,12280.87
25325.45666666667,California,4,2001,amalgscholar #2,Music,13213.25,15050.3,12831.83
25492.085833333334,NY Metro_1,6,2001,edu packexporti #2,Children,15125.67,16350.62,13000.51
25438.935833333333,NY Metro_1,3,2001,importoedu pack #2,Shoes,15967.35,12812.73,12960.25
24064.34833333333,Pacific Northwest,6,2001,amalgedu pack #2,Shoes,14413.6,15066.76,11593.48
