channel,id,profit,returns,sales
catalog channel,catalog_pageAAAAAAAABNABAAAA,1506.99,2218.9,101734.78
catalog channel,catalog_pageAAAAAAAABNCBAAAA,-15125.69,662.61,24065.1
catalog channel,catalog_pageAAAAAAAABOABAAAA,-10683.04,11110.31,96564.27
catalog channel,catalog_pageAAAAAAAABOCBAAAA,-6581.63,77.46,33079.8
catalog channel,catalog_pageAAAAAAAABPCBAAAA,27750.35,0.0,77538.59
catalog channel,catalog_pageAAAAAAAACADBAAAA,-10748.97,32.33,18618.33
catalog channel,catalog_pageAAAAAAAACBABAAAA,-23105.91,11453.46,161217.34
catalog channel,catalog_pageAAAAAAAACBDBAAAA,-677.29,56.0,33817.93
catalog channel,catalog_pageAAAAAAAACCABAAAA,-60929.53,8287.48,115473.2
catalog channel,catalog_pageAAAAAAAACCDBAAAA,-12235.52,360.23,55617.29
catalog channel,catalog_pageAAAAAAAACDABAAAA,-37038.82,562.21,148407.1
catalog channel,catalog_pageAAAAAAAACDDBAAAA,-10789.72,0.0,70359.81
catalog channel,catalog_pageAAAAAAAACEABAAAA,-25837.37,12842.13,189242.03
catalog channel,catalog_pageAAAAAAAACEDBAAAA,1160.86,2985.44,77080.62
catalog channel,catalog_pageAAAAAAAACFABAAAA,-59470.28,7492.8,198701.02
catalog channel,catalog_pageAAAAAAAACFDBAAAA,-18296.09,90.05,24180.59
catalog channel,catalog_pageAAAAAAAACGABAAAA,-12203.64,13475.42,216959.48
catalog channel,catalog_pageAAAAAAAACGDBAAAA,6153.9,1937.76,79373.36
catalog channel,catalog_pageAAAAAAAACHABAAAA,-38768.72,3991.41,187644.28
catalog channel,catalog_pageAAAAAAAACHDBAAAA,-16567.27,7946.04,48786.05
catalog channel,catalog_pageAAAAAAAACIABAAAA,-5543.48,1676.21,119668.76
catalog channel,catalog_pageAAAAAAAACIDBAAAA,3750.43,4163.49,60885.45
catalog channel,catalog_pageAAAAAAAACJABAAAA,-12765.24,3181.43,88443.05
catalog channel,catalog_pageAAAAAAAACKABAAAA,-26260.61,2769.12,79415.59
catalog channel,catalog_pageAAAAAAAACLABAAAA,-318.1,3514.2,74633.67
catalog channel,catalog_pageAAAAAAAACLCBAAAA,477.16,2373.14,14515.83
catalog channel,catalog_pageAAAAAAAACMABAAAA,-2608.37,1379.37,89818.19
catalog channel,catalog_pageAAAAAAAACMCBAAAA,5623.81,1544.62,55161.17
catalog channel,catalog_pageAAAAAAAACNABAAAA,-15104.25,6070.31,75410.77
catalog channel,catalog_pageAAAAAAAACNCBAAAA,-5828.62,4407.25,57962.44
catalog channel,catalog_pageAAAAAAAACOABAAAA,-25227.86,9024.65,106006.8
catalog channel,catalog_pageAAAAAAAACOCBAAAA,80.56,0.0,23564.46
catalog channel,catalog_pageAAAAAAAACPCBAAAA,-1470.36,206.58,9083.54
catalog channel,catalog_pageAAAAAAAADADBAAAA,-1174.54,0.0,12032.71
catalog channel,catalog_pageAAAAAAAADBABAAAA,-17054.7,12670.82,164060.96
catalog channel,catalog_pageAAAAAAAADBDBAAAA,-7161.39,1818.83,13484.87
catalog channel,catalog_pageAAAAAAAADCABAAAA,-29079.41,16655.62,188558.33
catalog channel,catalog_pageAAAAAAAADCDBAAAA,11382.7,4941.37,87032.32
catalog channel,catalog_pageAAAAAAAADDABAAAA,-58892.8,9290.19,163829.21
catalog channel,catalog_pageAAAAAAAADDDBAAAA,15455.07,27.89,82704.69
catalog channel,catalog_pageAAAAAAAADEABAAAA,-16294.14,10305.35,146828.79
catalog channel,catalog_pageAAAAAAAADEDBAAAA,7311.78,1418.48,43492.14
catalog channel,catalog_pageAAAAAAAADFABAAAA,-26005.77,13331.64,185845.37
catalog channel,catalog_pageAAAAAAAADFDBAAAA,14514.06,5196.1,84134.29
catalog channel,catalog_pageAAAAAAAADGABAAAA,-32743.84,2679.07,167134.81
catalog channel,catalog_pageAAAAAAAADGDBAAAA,-11696.06,141.15,78260.86
catalog channel,catalog_pageAAAAAAAADHABAAAA,-2640.27,2451.93,141582.41
catalog channel,catalog_pageAAAAAAAADHDBAAAA,-16675.31,296.84,34839.84
catalog channel,catalog_pageAAAAAAAADIABAAAA,-16110.47,0.0,102820.46
