brand,brand_id,ext_price,t_hour,t_minute
scholaramalgamalg #6,10015006,,9,5
univbrand #1,,,17,53
exportibrand #5,8016009,24865.9,19,10
amalgexporti #2,3001002,22140.33,17,17
exportischolar #2,5003002,21755.88,8,46
importoamalg #1,1002001,21237.48,7,42
exportiimporto #2,3002001,20984.04,19,42
scholarnameless #10,7015010,20730.23,18,46
exportiamalg #2,1003002,20631.27,17,35
importoexporti #2,3002002,20165.92,18,59
importoedu pack #2,4002002,20059.36,8,10
scholarnameless #10,7015010,19870.29,7,6
importoimporto #2,3001001,19859.7,8,44
edu packscholar #2,5004002,19730.25,7,1
corpcorp #4,9008003,19534.04,8,17
exportiimporto #2,6005007,19386.24,19,23
importoedu pack #1,4002001,19280.25,6,40
corpunivamalg #5,1004001,19186.44,19,44
importounivamalg #11,10002011,19012.98,7,2
edu packamalg #2,1004002,18970.38,17,28
exportiexporti #2,2001001,18883.41,17,17
amalgexporti #2,3001002,18765.44,18,43
exportiamalg #2,1003002,18763.2,19,18
scholarbrand #1,7005001,18739.71,17,33
scholarbrand #3,6015003,18736.74,9,11
scholarnameless #8,7015008,18602.32,17,21
exportiexporti #1,3003001,18189.6,7,11
importounivamalg #10,4003001,17928.12,9,15
exportiedu pack #2,4003002,17825.92,6,28
amalgimporto #2,2001002,17747.73,9,43
amalgnameless #5,2003002,17739.22,18,47
importoexporti #2,3002002,17439.5,17,16
edu packscholar #2,5004002,17183.0,17,25
maxinameless #6,8013005,16914.13,9,11
importoedu pack #2,4002002,16889.45,17,34
importonameless #2,7012002,16876.3,9,0
brandunivamalg #5,10007005,16852.95,9,17
scholarnameless #2,5004001,16761.15,8,51
maxibrand #2,7009002,16618.94,17,36
importoexporti #2,3002002,16604.0,19,12
corpnameless #6,5001001,16581.3,8,50
importoamalg #1,1002001,16581.11,9,1
corpcorp #6,3002001,16548.84,17,45
amalgedu pack #2,4001002,16501.32,18,13
exportischolar #2,5003002,16462.69,19,41
amalgbrand #4,7001004,16454.79,9,51
exportiedu pack #2,4003002,16415.79,19,34
edu packcorp #2,6004002,16315.3,17,54
exportiimporto #2,2003002,16003.65,6,57
amalgcorp #7,2001002,15820.2,9,47
amalgunivamalg #10,10011003,15745.04,19,40
importoedu pack #2,4002002,15683.5,18,37
amalgedu pack #2,3002001,15527.52,19,19
exportiimporto #2,2003002,15520.96,17,21
namelessbrand #10,7008010,15444.88,19,21
edu packedu pack #1,4004001,15415.05,18,6
exportibrand #6,6013006,15385.08,6,34
exportiamalg #2,1003002,15301.44,18,44
univunivamalg #4,1003001,15136.82,18,8
univamalgamalg #11,10010011,15010.56,6,6
brandmaxi #2,9007002,14969.5,19,27
importobrand #5,10004005,14825.7,17,0
exportibrand #6,6013006,14792.18,19,41
corpunivamalg #11,10006011,14605.43,19,15
exportiexporti #2,1001001,14547.94,19,14
exportiimporto #1,2003001,14495.58,6,7
amalgexporti #2,3001002,14438.19,19,26
corpmaxi #8,4002001,14415.3,19,13
amalgscholar #2,5001002,14403.06,8,44
amalgmaxi #7,8009004,14223.6,6,21
namelessmaxi #1,6003007,14156.48,19,26
importoamalgamalg #6,10012006,14022.47,17,43
importoedu pack #2,4002002,13997.72,6,26
exportiimporto #2,2003002,13852.8,17,22
amalgcorp #7,2001002,13842.0,19,42
maximaxi #4,8003003,13797.42,8,46
scholarnameless #2,8005002,13788.0,17,4
exportiedu pack #2,4003002,13757.24,8,40
amalgedu pack #1,7014005,13755.06,19,34
univnameless #4,7010004,13739.58,18,4
maxicorp #8,6009008,13731.21,18,56
importoexporti #2,3002002,13719.0,9,57
amalgnameless #6,8001006,13678.0,19,13
amalgamalg #1,1001001,13578.62,19,43
exportimaxi #4,9003004,13576.32,9,34
exportibrand #6,6013006,13528.71,18,42
edu packbrand #8,4001001,13454.4,19,42
exportischolar #2,5003002,13441.12,8,54
scholarbrand #8,6015008,13428.8,18,29
maxicorp #2,6009002,13421.52,6,8
edu packcorp #6,6004006,13386.06,8,14
amalgamalg #1,3001001,13365.66,19,41
exportiamalg #2,8009007,13355.64,8,17
univbrand #2,6010002,13342.4,19,53
importoimporto #2,2002002,13335.35,17,25
amalgbrand #6,10013002,13333.32,9,19
edu packbrand #2,1004001,13310.7,19,43
exportischolar #2,5003002,13310.06,18,20
scholarnameless #9,7015009,13276.06,18,28
corpmaxi #8,8016008,13201.86,17,11
exportibrand #7,6013007,13199.49,18,31
corpbrand #5,6016005,13129.92,18,49
importonameless #3,8002003,13126.56,9,22
importoscholar #2,5002002,13054.08,9,12
importoamalg #2,5003001,13053.96,8,27
amalgunivamalg #2,1002001,13047.6,6,10
importonameless #1,7007009,13035.1,18,17
edu packimporto #1,2004001,13024.94,9,41
namelessnameless #8,8008008,13012.74,17,9
edu packscholar #2,9013009,13006.96,17,17
exportimaxi #10,8013010,13004.15,9,22
scholarnameless #9,7015009,12998.08,9,35
brandnameless #2,8007002,12986.96,7,6
importoscholar #1,5002001,12982.64,17,24
edu packscholar #1,3004002,12964.08,9,40
exportiexporti #2,3003002,12958.23,9,40
edu packexporti #2,3004002,12947.16,18,57
importoscholar #2,5002002,12947.1,9,20
amalgamalg #1,1001001,12904.71,18,56
amalgunivamalg #2,1002001,12879.36,19,48
importoexporti #1,9015012,12851.0,17,51
univamalgamalg #11,10010011,12838.32,19,31
exportiexporti #2,3003002,12813.08,6,16
amalgimporto #2,2001002,12791.13,17,3
amalgimporto #2,2001002,12769.41,19,38
edu packexporti #1,8014008,12746.96,17,29
exportiamalg #2,1003002,12743.64,8,1
exportiamalg #1,1003001,12711.02,17,2
edu packedu pack #2,4004002,12651.46,7,23
univbrand #4,6010004,12646.32,8,36
amalgedu pack #2,4001002,12641.62,17,28
importoscholar #2,5002002,12632.18,17,14
brandmaxi #8,9007008,12632.1,17,22
exportiimporto #2,1001001,12631.53,7,4
corpmaxi #1,9006001,12623.08,17,6
amalgexporti #1,1004001,12596.91,6,11
edu packscholar #2,1003001,12559.56,18,3
scholarnameless #7,8015005,12550.64,17,12
edu packedu pack #2,4004002,12542.74,9,8
maxibrand #10,7009010,12531.6,18,12
importoedu pack #2,4002002,12516.99,9,6
importoscholar #2,5002002,12492.48,17,58
exportiexporti #2,3003002,12469.5,19,34
importoscholar #2,5002002,12392.78,7,49
importoamalg #2,1002002,12391.02,7,1
amalgexporti #2,7002005,12366.9,17,37
maxibrand #1,7009001,12366.09,19,57
importoamalg #2,1002002,12347.81,17,52
edu packexporti #1,8003004,12321.32,18,2
exportiexporti #2,3003002,12298.24,17,11
scholaramalgamalg #17,10015017,12276.41,17,16
maxiunivamalg #7,10009007,12264.66,9,54
edu packimporto #2,2004002,12236.8,18,39
edu packnameless #3,5004002,12215.28,17,36
corpmaxi #2,9006002,12192.4,9,9
amalgexporti #1,3004002,12127.96,8,54
amalgimporto #2,2001002,12062.53,9,12
corpunivamalg #5,1004001,12044.1,19,55
exportiamalg #2,1003002,12014.58,9,10
scholaramalgamalg #12,10015012,11998.7,8,3
edu packedu pack #1,4004001,11995.88,17,15
exportiamalg #2,2004001,11991.76,17,50
importoedu pack #1,5002001,11991.58,17,8
brandbrand #6,7016005,11985.6,17,16
edu packimporto #1,3001002,11938.76,9,46
univbrand #2,6010002,11932.26,6,8
univnameless #4,7010004,11924.82,17,7
exportiexporti #2,6006001,11897.27,9,34
exportiamalg #2,2004001,11894.62,19,25
amalgbrand #4,7001004,11876.99,18,52
edu packscholar #1,5004001,11855.69,18,13
corpunivamalg #7,6009002,11847.66,19,17
scholarmaxi #8,9005008,11834.25,17,4
importounivamalg #8,9012008,11833.92,17,18
edu packexporti #1,3004001,11810.47,17,53
edu packedu pack #1,4004002,11779.02,18,34
amalgamalg #1,1001001,11769.3,17,11
exportiamalg #2,1003002,11727.54,19,58
scholarmaxi #7,9005007,11704.39,18,52
exportischolar #2,5003002,11696.44,17,22
importoexporti #2,3002002,11679.24,9,5
edu packmaxi #2,9004002,11666.12,8,43
edu packcorp #5,8015005,11664.73,18,43
corpmaxi #2,8016002,11656.0,19,19
importoscholar #2,5002002,11653.29,18,47
amalgunivamalg #8,9011008,11648.73,19,54
amalgamalg #2,1001002,11630.69,17,39
corpmaxi #1,9006001,11629.68,19,52
amalgunivamalg #7,9011007,11623.76,18,7
amalgexporti #2,7002005,11622.9,8,23
maximaxi #2,9009002,11617.2,9,45
edu packamalg #1,8010001,11594.03,8,16
univbrand #2,6010002,11585.68,17,26
edu packexporti #1,3004001,11559.28,17,10
amalgmaxi #3,7016001,11552.35,18,25
edu packimporto #2,2004002,11551.52,18,31
edu packscholar #2,5004002,11547.63,17,34
importoexporti #2,3002002,11545.21,18,17
importoamalgamalg #6,10012006,11543.0,9,33
amalgscholar #2,5001002,11533.86,6,20
exportinameless #7,7013007,11533.86,6,14
amalgexporti #2,3001002,11530.15,19,53
importoimporto #1,2002001,11528.55,17,35
amalgexporti #2,3001002,11511.39,18,2
exportiunivamalg #10,10010002,11499.21,17,12
exportiedu pack #1,2004002,11495.7,9,14
importoexporti #1,7009003,11469.9,17,42
edu packnameless #3,5004002,11452.16,19,55
exportiimporto #2,2003002,11445.91,7,49
exportiamalgamalg #9,10013009,11426.64,18,35
edu packbrand #6,10011006,11390.61,9,0
amalgbrand #8,7001008,11370.15,17,36
importoscholar #2,5002002,11364.05,18,11
edu packedu pack #2,4004002,11300.85,19,26
exportiexporti #2,2001001,11299.8,17,56
amalgexporti #2,7015009,11277.12,7,33
exportiamalgamalg #17,8011003,11263.63,18,28
importoedu pack #2,4002002,11250.06,9,35
exportimaxi #4,9003004,11247.06,17,51
edu packscholar #2,5004002,11245.2,17,53
exportinameless #10,8003010,11173.72,18,50
edu packexporti #2,3004002,11168.08,8,53
scholarunivamalg #10,4003001,11133.24,6,17
importoamalg #2,5003001,11126.88,17,59
edu packamalgamalg #5,10014005,11123.52,8,54
amalgimporto #1,1002001,11117.76,18,33
exportischolar #2,9006003,11088.86,18,30
univnameless #3,7010003,11088.0,17,53
amalgimporto #1,2001001,11079.09,6,24
edu packbrand #7,6014007,11078.9,17,27
corpmaxi #2,9006002,11065.42,17,8
importoamalg #2,10012009,11055.1,9,4
brandcorp #8,5003001,11050.38,19,42
edu packnameless #3,5004002,11029.48,17,17
scholarnameless #9,7015009,11002.71,17,38
scholarunivamalg #15,8004007,10951.6,18,50
maxibrand #1,7009001,10947.03,17,35
scholarbrand #10,7005010,10936.96,17,27
exportinameless #5,2001002,10933.29,6,46
importoscholar #2,1004001,10920.22,17,5
maxicorp #5,6009005,10897.65,18,19
exportiedu pack #2,4003002,10896.98,8,37
exportiamalg #2,2002001,10875.6,17,51
scholarmaxi #7,9005007,10863.94,7,58
exportiamalg #2,1003002,10858.55,9,54
importobrand #5,7016007,10858.02,9,35
exportiexporti #2,1001001,10855.52,9,40
maxibrand #10,7009010,10855.28,17,52
exportiamalg #1,1003001,10855.16,17,58
edu packbrand #7,6014007,10850.4,7,30
exportinameless #4,3003001,10817.39,19,52
edu packedu pack #1,4004001,10813.5,8,50
edu packbrand #1,3004002,10811.58,17,32
amalgscholar #2,5001002,10809.05,17,49
amalgimporto #2,2001002,10788.1,18,48
scholarnameless #10,7015010,10784.62,7,3
maxibrand #2,7009002,10783.92,18,48
amalgunivamalg #2,10001002,10780.57,17,18
importoamalg #2,1002002,10774.5,19,8
edu packmaxi #9,1003002,10760.88,17,28
amalgamalgamalg #11,10011011,10746.78,17,48
maximaxi #1,1001001,10732.5,9,43
corpmaxi #6,8016006,10730.73,18,13
amalgexporti #1,3001001,10723.49,8,6
edu packamalg #2,1004002,10689.49,7,19
importoexporti #2,3002002,10671.73,9,34
scholarunivamalg #15,8004007,10655.58,6,11
amalgedu pack #2,4001002,10638.0,9,36
importoamalg #2,1002002,10631.4,8,34
corpcorp #7,6006007,10625.16,9,52
exportiexporti #2,3003002,10625.03,18,7
importoexporti #2,3002002,10621.6,18,13
amalgexporti #2,3001002,10617.7,17,22
importoscholar #2,5002002,10592.21,19,59
exportiunivamalg #17,10003017,10586.8,9,59
importoamalg #2,1002002,10559.13,9,27
edu packexporti #2,3004002,10552.91,19,52
exportiamalgamalg #6,10013006,10542.4,8,55
importoexporti #2,3002002,10491.12,18,38
amalgnameless #4,3002001,10491.08,18,51
edu packedu pack #1,4004001,10475.44,19,5
exportiexporti #2,3003002,10419.0,9,39
amalgimporto #2,7005009,10418.85,18,2
edu packbrand #8,6014008,10389.28,18,20
importoimporto #2,2002002,10388.29,17,55
amalgimporto #2,2001002,10372.32,19,4
exportiexporti #2,3003002,10366.4,17,19
importonameless #5,8002005,10351.83,17,31
exportiimporto #1,2003001,10345.44,17,51
exportiedu pack #2,4003002,10328.72,8,6
amalgunivamalg #2,9011002,10328.46,19,25
edu packnameless #7,10003007,10316.16,19,33
corpcorp #7,6006007,10293.34,17,31
scholarunivamalg #10,8016001,10288.4,18,34
edu packamalg #1,8010001,10284.74,18,32
edu packcorp #8,6004008,10272.96,17,34
importoamalg #2,1002002,10242.05,17,37
importoimporto #1,2002001,10212.72,17,41
brandbrand #6,7007006,10206.0,6,38
scholarnameless #6,8005006,10203.48,8,55
amalgamalg #2,1001002,10191.87,17,27
importoedu pack #2,5001001,10157.5,17,30
exportiamalg #1,1003001,10153.5,19,24
univbrand #7,6010007,10153.48,17,17
edu packcorp #6,6004006,10149.86,6,51
univnameless #3,7010003,10144.8,17,29
edu packexporti #1,3004001,10136.5,9,0
amalgmaxi #3,7016001,10135.53,9,56
namelessunivamalg #6,10008006,10120.46,9,26
amalgmaxi #7,9001007,10118.4,9,21
amalgscholar #2,5001002,10105.76,8,58
edu packmaxi #10,8014010,10104.86,19,21
edu packamalg #1,1002001,10100.86,19,52
edu packimporto #1,2004001,10095.48,9,0
univmaxi #8,1002001,10077.6,18,48
scholarnameless #10,7015010,10069.11,9,26
importoexporti #2,3002002,10051.37,17,17
amalgedu pack #2,4001002,10050.58,18,19
exportiimporto #2,2003002,10046.4,17,14
edu packbrand #8,6014008,10037.7,9,42
scholarunivamalg #16,10005016,9979.75,19,33
edu packamalg #1,1002001,9964.02,9,16
edu packamalg #1,4001002,9959.55,9,57
maxinameless #1,8009001,9947.72,17,56
exportiamalg #2,4004001,9945.2,9,48
edu packexporti #2,3004002,9943.44,17,57
amalgmaxi #8,9001008,9938.88,8,44
importoexporti #2,3002002,9936.63,18,6
corpamalgamalg #6,10016006,9930.17,17,32
importoamalg #1,2001001,9920.82,18,5
amalgamalg #1,8006002,9912.21,8,24
edu packamalg #2,1004002,9910.54,18,49
importobrand #5,7016007,9909.68,17,35
scholarnameless #6,8005006,9895.02,7,49
edu packexporti #2,3004002,9893.52,9,36
exportischolar #2,5003002,9883.45,19,24
exportiimporto #2,2003002,9869.02,17,1
importoimporto #2,2002002,9866.24,18,35
exportiimporto #2,2003002,9864.26,19,2
amalgimporto #2,2001002,9855.09,7,56
importoedu pack #2,4002002,9849.49,17,37
edu packedu pack #1,4004001,9844.85,9,22
amalgunivamalg #4,9011004,9829.34,18,18
exportiimporto #2,2003002,9829.16,17,23
edu packbrand #8,6014008,9820.2,19,41
amalgunivamalg #8,9011008,9812.12,18,59
corpmaxi #8,4002001,9803.52,9,43
amalgexporti #2,3001002,9801.4,18,30
univnameless #3,7010003,9759.19,19,53
amalgedu pack #2,4001002,9742.6,8,9
exportiexporti #2,3003002,9738.63,18,6
amalgamalg #2,1001002,9732.46,8,46
edu packedu pack #2,4004002,9727.9,19,41
importoscholar #2,8010007,9721.92,6,44
edu packbrand #7,6014007,9718.12,18,42
exportimaxi #2,9003002,9704.97,17,21
exportiimporto #2,2003002,9697.94,18,18
scholarunivamalg #1,5003002,9692.1,18,34
exportiedu pack #1,4003001,9665.3,17,7
maxibrand #2,7009002,9662.52,9,26
univunivamalg #10,9010010,9657.1,18,36
scholarnameless #3,7015003,9640.45,17,26
exportibrand #6,7003006,9623.46,17,47
amalgedu pack #2,3002001,9613.51,7,53
edu packimporto #1,2004001,9611.5,17,32
importoamalg #1,1004001,9598.49,7,15
exportiexporti #2,3003002,9587.16,7,24
amalgunivamalg #2,10001002,9579.54,18,41
amalgscholar #1,1002001,9575.25,8,35
namelessmaxi #4,9008004,9575.16,17,8
amalgamalg #2,1001002,9563.35,17,32
exportiedu pack #2,4003002,9562.95,18,56
edu packnameless #8,7014008,9560.8,18,12
maxibrand #6,7009006,9559.8,7,8
importonameless #4,8002004,9555.05,19,49
importomaxi #10,8012010,9554.16,19,31
amalgamalg #2,1001002,9553.87,17,48
importoedu pack #2,4002002,9547.38,7,52
scholarmaxi #5,8003004,9529.8,17,21
maxicorp #4,6009004,9519.0,19,58
importocorp #8,9001003,9512.39,17,9
importounivamalg #8,9012008,9508.64,9,39
exportiamalg #2,2004001,9488.96,6,19
edu packimporto #2,2004002,9486.72,17,19
univunivamalg #2,9010002,9475.1,19,11
exportiimporto #2,2003002,9449.44,6,34
exportiedu pack #1,4003001,9447.75,6,9
amalgamalg #1,3001001,9447.48,19,0
exportiimporto #2,10012010,9445.86,7,40
importoexporti #2,10012004,9444.6,19,59
importounivamalg #11,10002011,9411.6,18,19
exportiedu pack #2,5001001,9404.98,8,9
amalgamalgamalg #8,6001003,9390.46,17,19
amalgmaxi #8,9001008,9382.5,19,58
importoexporti #2,3002002,9367.0,18,56
scholarmaxi #1,8015001,9364.74,17,46
amalgimporto #2,7005009,9343.2,18,41
brandmaxi #1,2002001,9341.15,18,49
importoscholar #2,8009007,9337.88,9,14
amalgamalg #1,1001001,9327.78,6,22
importoamalg #2,1002002,9324.21,19,37
amalgedu pack #2,7011005,9323.39,9,28
edu packedu pack #1,4004001,9315.46,7,39
importoamalg #1,2001001,9305.96,9,21
amalgexporti #1,9011012,9300.83,17,26
exportiamalg #2,8009007,9296.1,9,38
amalgunivamalg #15,3003001,9295.2,9,44
importoamalg #1,1004002,9291.9,9,38
importoedu pack #2,4002002,9277.16,6,49
corpbrand #1,8013010,9276.48,17,1
amalgscholar #1,3002002,9245.39,9,29
edu packbrand #8,6014008,9244.45,19,31
importoedu pack #1,1002002,9241.65,9,21
exportiedu pack #2,4003002,9206.25,6,6
importoamalgamalg #6,10012006,9202.86,17,10
corpbrand #5,6016005,9195.55,18,18
brandcorp #2,6007002,9194.0,18,40
exportiexporti #2,3003002,9185.28,19,39
exportischolar #2,7013005,9179.6,17,1
brandbrand #6,7007006,9177.3,17,2
amalgexporti #2,3001002,9176.0,17,4
edu packimporto #2,2004002,9169.35,19,23
edu packscholar #2,5004002,9151.92,9,37
edu packedu pack #1,4003001,9141.96,18,47
exportiexporti #2,3003002,9123.84,8,23
corpbrand #4,6016004,9118.56,17,10
edu packscholar #2,9013009,9118.29,18,35
amalgnameless #7,10001004,9102.72,18,32
scholarnameless #3,7015003,9085.44,9,27
corpmaxi #1,9006001,9073.37,17,52
amalgscholar #2,5001002,9072.94,19,49
amalgscholar #1,9011012,9071.2,6,26
amalgamalgamalg #11,10011011,9071.2,8,13
namelessbrand #8,7008008,9059.36,8,30
importomaxi #6,4001001,9054.48,18,41
amalgimporto #2,2001002,9047.62,9,13
amalgimporto #2,10003007,9022.86,18,31
importoedu pack #2,4002002,9018.03,17,0
importoamalg #1,1002001,9014.34,17,15
amalgimporto #2,2001002,9007.83,8,23
edu packcorp #4,6004004,9006.3,17,8
edu packamalg #2,1004002,9003.24,17,53
brandcorp #2,6007002,9001.32,17,30
edu packamalg #2,1004002,8999.05,8,50
edu packscholar #2,5004002,8989.96,8,7
exportiedu pack #2,4003002,8975.43,17,52
scholarnameless #1,9016006,8975.34,19,16
brandcorp #2,6007002,8967.7,6,51
exportiexporti #1,3004001,8959.0,19,50
exportiamalg #2,2004001,8958.6,17,52
univunivamalg #10,10005009,8955.78,19,5
edu packexporti #2,2002001,8916.85,9,2
scholarunivamalg #16,10005016,8914.02,17,19
edu packamalg #1,8005002,8909.12,19,34
corpmaxi #7,5002002,8905.26,7,3
exportiexporti #1,3004001,8901.62,9,59
amalgedu pack #2,4001002,8886.24,19,14
importonameless #5,8002005,8867.43,18,47
importoamalg #2,1002002,8862.76,17,7
exportibrand #9,7003009,8838.0,9,34
importoscholar #2,10001014,8833.92,8,23
importoexporti #2,3002002,8827.08,17,54
univamalgamalg #6,3003001,8826.22,9,1
maxiunivamalg #14,6004005,8824.86,17,27
importoimporto #2,2002002,8811.89,18,19
scholarmaxi #10,8015010,8805.42,19,8
edu packamalg #1,5004001,8801.12,18,31
exportiamalgamalg #17,8011003,8777.25,8,19
edu packamalg #2,1004002,8773.96,6,28
maxinameless #6,8013005,8762.16,9,34
edu packexporti #2,3004002,8760.24,8,52
edu packamalg #1,8010001,8754.48,6,6
exportinameless #4,3003001,8754.0,9,32
namelessbrand #2,7008002,8752.92,8,45
corpcorp #7,6006007,8743.14,9,51
amalgunivamalg #15,3003001,8730.24,7,17
exportiimporto #2,2001001,8728.2,18,25
importoexporti #2,3002002,8726.94,18,5
univunivamalg #10,9010010,8722.08,19,26
importoexporti #2,3002002,8700.72,6,50
scholarnameless #1,9016006,8691.1,7,59
exportiedu pack #2,4003002,8690.68,17,45
namelesscorp #7,6008007,8688.8,17,12
importoedu pack #1,1002002,8675.7,6,58
exportiimporto #2,2003002,8672.2,19,9
edu packimporto #2,2004002,8670.75,19,56
exportibrand #7,3001001,8664.81,19,8
amalgunivamalg #13,10001013,8643.67,6,37
edu packmaxi #5,3003001,8643.48,18,39
exportiedu pack #1,4003001,8626.8,19,28
corpmaxi #2,9006002,8625.6,18,53
importoedu pack #2,4002002,8620.15,7,32
univbrand #5,8003002,8610.32,17,54
edu packedu pack #1,4004001,8606.6,8,10
importoexporti #2,10012004,8600.0,18,0
importoedu pack #1,9002005,8582.8,19,9
corpmaxi #1,9006001,8570.32,9,9
importoimporto #2,9009009,8568.9,19,47
corpunivamalg #5,1004001,8567.16,17,35
importoamalgamalg #9,10012009,8566.25,18,55
exportiamalg #1,1003001,8557.6,6,20
exportiimporto #2,2003002,8553.17,9,37
amalgexporti #1,3001001,8549.58,18,5
importoamalg #2,1002002,8534.06,18,44
scholarnameless #2,8005002,8528.84,18,24
edu packimporto #1,2004001,8520.12,19,58
importoedu pack #1,4002001,8518.95,6,11
edu packexporti #1,4003002,8514.0,17,34
amalgedu pack #2,4001002,8512.28,19,31
importoimporto #1,7011004,8506.68,17,13
corpmaxi #2,9006002,8504.55,18,54
importobrand #5,7016007,8496.47,19,58
edu packnameless #3,5004002,8493.02,17,14
importounivamalg #13,3003001,8492.0,18,25
importobrand #5,7016007,8487.0,19,42
namelessmaxi #4,9008004,8463.75,17,36
amalgexporti #1,3001001,8448.05,9,26
exportiamalg #2,1003002,8447.4,18,43
amalgamalg #2,5003001,8443.6,6,40
corpbrand #3,4001002,8432.0,6,26
scholarmaxi #2,8015002,8426.12,8,39
importoamalg #1,2003001,8425.64,19,6
edu packmaxi #7,9004007,8424.6,19,26
amalgcorp #1,6001001,8421.18,9,55
exportiimporto #2,2003002,8420.94,8,15
exportiamalg #1,1003001,8420.61,18,31
amalgnameless #2,4002001,8419.45,19,44
brandbrand #4,7007004,8406.9,17,4
exportimaxi #10,8013010,8405.15,9,36
edu packedu pack #1,6002001,8395.92,17,9
exportischolar #2,9006003,8389.64,18,38
amalgamalg #1,5001002,8389.01,9,43
univunivamalg #10,9010010,8385.65,8,5
importoedu pack #2,4002002,8381.75,9,30
exportiexporti #1,3003001,8366.45,18,7
amalgnameless #10,8001010,8360.82,19,7
brandbrand #6,7007006,8354.7,18,10
scholarbrand #7,7005007,8354.0,9,4
univmaxi #6,8010006,8352.44,9,41
importoamalgamalg #10,10011008,8344.0,19,15
importoexporti #2,10013012,8326.6,17,51
amalgexporti #2,9016003,8324.07,19,28
edu packedu pack #1,6002001,8316.04,19,55
amalgimporto #2,2001002,8314.88,17,4
exportischolar #2,2002001,8299.28,18,29
scholaramalgamalg #6,10015006,8288.72,17,7
exportimaxi #10,9003010,8287.04,18,23
namelessbrand #2,10006008,8279.82,19,9
importoexporti #2,3002002,8263.16,8,55
importoedu pack #2,4002002,8260.72,19,28
maxibrand #2,7009002,8251.98,17,46
edu packexporti #1,4004001,8241.0,8,28
importoimporto #1,2002001,8231.68,9,19
importoimporto #2,2002002,8229.2,9,8
amalgexporti #2,3001002,8217.66,17,23
scholarmaxi #7,9005007,8205.8,17,49
brandmaxi #10,1004001,8205.49,18,33
edu packexporti #1,9013012,8200.62,7,53
exportischolar #2,5003002,8199.15,19,7
edu packexporti #2,3004002,8198.68,6,1
edu packcorp #5,8015005,8197.6,8,30
exportiamalgamalg #3,8009005,8184.0,8,49
brandmaxi #8,9007008,8175.16,19,58
amalgimporto #2,2001002,8169.12,6,13
importobrand #1,7002001,8167.81,6,17
exportischolar #2,5003002,8167.31,17,48
amalgmaxi #10,9001010,8167.15,18,53
scholarunivamalg #5,10005005,8161.49,9,27
scholarmaxi #7,9005007,8149.98,19,27
importobrand #5,7001003,8143.59,17,52
importoscholar #1,5002001,8141.06,19,34
maxibrand #2,7009002,8136.75,8,48
edu packscholar #1,5004001,8130.1,9,26
importounivamalg #1,2002002,8129.4,19,40
scholarnameless #7,7015007,8125.92,9,52
