p_brand,p_size,p_type,supplier_cnt
Brand#53,41,ECONOMY BRUSHED STEEL,528
Brand#53,31,MEDIUM POLISHED TIN,528
Brand#53,46,STANDARD POLISHED COPPER,528
Brand#55,33,ECONOMY POLISHED COPPER,528
Brand#13,31,ECONOMY PLATED BRASS,527
Brand#13,44,ECONOMY PLATED NICKEL,527
Brand#15,13,SMALL BRUSHED BRASS,527
Brand#15,46,SMALL PLATED COPPER,527
Brand#21,13,STANDARD POLISHED TIN,527
Brand#25,46,ECONOMY BURNISHED NICKEL,527
Brand#25,41,SMALL POLISHED TIN,527
Brand#31,44,ECONOMY ANODIZED TIN,527
Brand#35,46,ECONOMY BRUSHED TIN,527
Brand#35,36,ECONOMY POLISHED NICKEL,527
Brand#35,13,SMALL PLATED STEEL,527
Brand#41,41,STANDARD POLISHED BRASS,527
Brand#44,41,LARGE ANODIZED TIN,527
Brand#44,13,PROMO BURNISHED BRASS,527
Brand#45,13,SMALL ANODIZED BRASS,527
Brand#51,36,ECONOMY ANODIZED NICKEL,527
Brand#51,44,ECONOMY BURNISHED BRASS,527
Brand#51,46,STANDARD POLISHED BRASS,527
Brand#52,41,MEDIUM POLISHED TIN,527
Brand#52,36,STANDARD POLISHED STEEL,527
Brand#53,44,LARGE BURNISHED COPPER,527
Brand#54,41,MEDIUM BRUSHED NICKEL,527
Brand#42,41,PROMO BRUSHED NICKEL,526
Brand#11,46,ECONOMY ANODIZED STEEL,524
Brand#11,13,PROMO ANODIZED TIN,524
Brand#11,43,SMALL BURNISHED NICKEL,524
Brand#11,41,STANDARD BURNISHED TIN,524
Brand#12,46,ECONOMY BURNISHED STEEL,524
Brand#12,13,STANDARD BRUSHED NICKEL,524
Brand#13,41,MEDIUM BRUSHED COPPER,524
Brand#13,41,PROMO ANODIZED STEEL,524
Brand#14,13,ECONOMY ANODIZED BRASS,524
Brand#14,46,ECONOMY ANODIZED COPPER,524
Brand#14,46,MEDIUM PLATED BRASS,524
Brand#22,44,MEDIUM POLISHED TIN,524
Brand#22,41,SMALL POLISHED TIN,524
Brand#23,33,LARGE ANODIZED COPPER,524
Brand#23,13,PROMO BRUSHED BRASS,524
Brand#23,41,STANDARD PLATED BRASS,524
Brand#23,13,STANDARD POLISHED STEEL,524
Brand#25,13,ECONOMY BURNISHED STEEL,524
Brand#25,44,LARGE BURNISHED NICKEL,524
Brand#31,33,PROMO BURNISHED STEEL,524
Brand#31,41,PROMO POLISHED NICKEL,524
Brand#33,46,ECONOMY BRUSHED BRASS,524
Brand#34,36,MEDIUM BRUSHED COPPER,524
Brand#34,43,STANDARD ANODIZED STEEL,524
Brand#34,46,STANDARD POLISHED BRASS,524
Brand#35,31,PROMO BRUSHED TIN,524
Brand#41,41,ECONOMY ANODIZED NICKEL,524
Brand#41,13,LARGE BURNISHED BRASS,524
Brand#41,44,PROMO PLATED STEEL,524
Brand#42,31,ECONOMY PLATED COPPER,524
Brand#42,33,PROMO POLISHED NICKEL,524
Brand#43,36,ECONOMY BURNISHED COPPER,524
Brand#43,36,STANDARD BURNISHED TIN,524
Brand#44,36,MEDIUM PLATED COPPER,524
Brand#44,46,MEDIUM PLATED STEEL,524
Brand#44,31,PROMO POLISHED COPPER,524
Brand#45,31,LARGE POLISHED STEEL,524
Brand#45,44,PROMO ANODIZED TIN,524
Brand#45,36,PROMO BRUSHED BRASS,524
Brand#45,41,PROMO BRUSHED TIN,524
Brand#51,31,STANDARD BURNISHED TIN,524
Brand#53,13,ECONOMY PLATED TIN,524
Brand#53,46,LARGE BURNISHED STEEL,524
Brand#53,31,SMALL BURNISHED BRASS,524
Brand#53,46,STANDARD PLATED STEEL,524
Brand#54,31,LARGE PLATED STEEL,524
Brand#54,43,MEDIUM POLISHED BRASS,524
Brand#54,44,SMALL POLISHED BRASS,524
Brand#11,13,PROMO BRUSHED TIN,523
Brand#11,44,STANDARD ANODIZED NICKEL,523
Brand#12,33,PROMO POLISHED COPPER,523
Brand#21,41,SMALL BURNISHED BRASS,523
Brand#25,13,MEDIUM POLISHED TIN,523
Brand#25,36,SMALL ANODIZED TIN,523
Brand#31,13,SMALL POLISHED TIN,523
Brand#34,44,PROMO BRUSHED BRASS,523
Brand#43,44,ECONOMY BURNISHED STEEL,523
Brand#43,41,MEDIUM PLATED NICKEL,523
Brand#45,13,STANDARD ANODIZED STEEL,523
Brand#52,41,MEDIUM POLISHED BRASS,523
Brand#52,41,SMALL BURNISHED STEEL,523
Brand#53,43,PROMO ANODIZED TIN,523
Brand#53,31,PROMO PLATED BRASS,523
Brand#55,43,ECONOMY BURNISHED NICKEL,523
Brand#43,33,LARGE ANODIZED COPPER,522
Brand#23,31,MEDIUM BRUSHED NICKEL,521
Brand#11,41,ECONOMY POLISHED COPPER,520
Brand#11,44,MEDIUM BURNISHED TIN,520
Brand#11,44,SMALL ANODIZED TIN,520
Brand#12,36,LARGE PLATED STEEL,520
Brand#12,43,MEDIUM BRUSHED TIN,520
Brand#12,41,STANDARD BRUSHED COPPER,520
Brand#12,43,STANDARD BRUSHED TIN,520
Brand#12,41,STANDARD BURNISHED NICKEL,520
Brand#13,13,ECONOMY BURNISHED COPPER,520
Brand#13,41,SMALL ANODIZED COPPER,520
Brand#14,33,MEDIUM BRUSHED NICKEL,520
Brand#14,13,PROMO PLATED BRASS,520
Brand#15,13,ECONOMY PLATED TIN,520
Brand#15,33,MEDIUM BRUSHED COPPER,520
Brand#15,13,MEDIUM BURNISHED COPPER,520
Brand#21,13,MEDIUM BRUSHED TIN,520
Brand#21,36,MEDIUM POLISHED COPPER,520
Brand#22,41,LARGE ANODIZED BRASS,520
Brand#22,33,LARGE PLATED TIN,520
Brand#22,41,STANDARD ANODIZED STEEL,520
Brand#23,33,PROMO BURNISHED COPPER,520
Brand#23,33,SMALL BRUSHED NICKEL,520
Brand#25,13,LARGE PLATED STEEL,520
Brand#25,31,MEDIUM PLATED COPPER,520
Brand#25,36,STANDARD BRUSHED BRASS,520
Brand#31,13,ECONOMY BURNISHED TIN,520
Brand#31,43,ECONOMY PLATED TIN,520
Brand#31,43,LARGE ANODIZED STEEL,520
Brand#34,46,ECONOMY BRUSHED NICKEL,520
Brand#34,31,ECONOMY POLISHED STEEL,520
Brand#34,36,MEDIUM PLATED BRASS,520
Brand#34,33,STANDARD PLATED NICKEL,520
Brand#35,46,ECONOMY BURNISHED TIN,520
Brand#35,36,PROMO BRUSHED COPPER,520
Brand#35,46,SMALL BURNISHED STEEL,520
Brand#42,41,ECONOMY PLATED TIN,520
Brand#42,41,SMALL BRUSHED TIN,520
Brand#42,31,SMALL BURNISHED STEEL,520
Brand#43,33,ECONOMY BRUSHED BRASS,520
Brand#43,44,ECONOMY PLATED BRASS,520
Brand#43,41,MEDIUM BURNISHED STEEL,520
Brand#43,43,MEDIUM PLATED NICKEL,520
Brand#44,31,LARGE ANODIZED COPPER,520
Brand#44,44,MEDIUM BRUSHED STEEL,520
Brand#44,33,PROMO PLATED NICKEL,520
Brand#44,13,SMALL BRUSHED TIN,520
Brand#51,33,ECONOMY POLISHED TIN,520
Brand#51,31,SMALL POLISHED TIN,520
Brand#52,43,STANDARD ANODIZED COPPER,520
Brand#52,43,STANDARD BRUSHED BRASS,520
Brand#52,36,STANDARD BRUSHED NICKEL,520
Brand#53,46,ECONOMY PLATED STEEL,520
Brand#53,41,PROMO ANODIZED STEEL,520
Brand#53,31,PROMO POLISHED NICKEL,520
Brand#54,13,ECONOMY ANODIZED TIN,520
Brand#54,44,PROMO PLATED COPPER,520
Brand#55,46,ECONOMY BRUSHED TIN,520
Brand#55,13,STANDARD BURNISHED NICKEL,520
Brand#14,36,STANDARD BRUSHED BRASS,519
Brand#21,41,PROMO POLISHED TIN,519
Brand#22,44,MEDIUM BRUSHED COPPER,519
Brand#22,41,STANDARD POLISHED COPPER,519
Brand#23,31,STANDARD ANODIZED TIN,519
Brand#24,33,LARGE BURNISHED STEEL,519
Brand#31,44,SMALL BRUSHED NICKEL,519
Brand#33,43,SMALL ANODIZED STEEL,519
Brand#34,44,ECONOMY PLATED BRASS,519
Brand#41,36,SMALL POLISHED COPPER,519
Brand#42,41,LARGE ANODIZED NICKEL,519
Brand#42,44,STANDARD PLATED BRASS,519
Brand#44,41,MEDIUM ANODIZED TIN,519
Brand#45,44,MEDIUM BURNISHED NICKEL,519
Brand#51,43,MEDIUM POLISHED TIN,519
Brand#53,46,ECONOMY POLISHED COPPER,519
Brand#53,13,MEDIUM ANODIZED COPPER,519
Brand#53,13,SMALL PLATED BRASS,519
Brand#54,46,ECONOMY BURNISHED NICKEL,519
Brand#22,36,SMALL BRUSHED COPPER,518
Brand#24,44,LARGE BURNISHED TIN,518
Brand#42,33,SMALL ANODIZED COPPER,518
Brand#52,33,ECONOMY POLISHED NICKEL,518
Brand#52,33,STANDARD BURNISHED TIN,517
Brand#11,13,MEDIUM BRUSHED COPPER,516
Brand#11,31,MEDIUM POLISHED COPPER,516
Brand#11,44,PROMO PLATED TIN,516
Brand#12,41,ECONOMY ANODIZED COPPER,516
Brand#12,44,LARGE ANODIZED STEEL,516
Brand#12,31,MEDIUM ANODIZED TIN,516
Brand#12,46,MEDIUM BURNISHED NICKEL,516
Brand#13,43,ECONOMY PLATED STEEL,516
Brand#13,13,SMALL BURNISHED BRASS,516
Brand#14,43,MEDIUM PLATED NICKEL,516
Brand#14,41,SMALL BURNISHED TIN,516
Brand#15,31,ECONOMY PLATED NICKEL,516
Brand#15,36,PROMO BURNISHED TIN,516
Brand#15,41,PROMO BURNISHED TIN,516
Brand#15,33,SMALL ANODIZED COPPER,516
Brand#21,43,ECONOMY BRUSHED NICKEL,516
Brand#21,44,MEDIUM BRUSHED COPPER,516
Brand#21,41,MEDIUM BURNISHED STEEL,516
Brand#21,33,PROMO POLISHED STEEL,516
Brand#21,13,SMALL BURNISHED NICKEL,516
Brand#21,43,SMALL PLATED TIN,516
Brand#22,31,ECONOMY BURNISHED BRASS,516
Brand#22,31,LARGE POLISHED NICKEL,516
Brand#23,33,MEDIUM ANODIZED STEEL,516
Brand#24,44,PROMO BRUSHED COPPER,516
Brand#24,13,SMALL PLATED COPPER,516
Brand#25,33,LARGE BURNISHED BRASS,516
Brand#25,43,MEDIUM BURNISHED BRASS,516
Brand#25,36,PROMO ANODIZED TIN,516
Brand#25,31,PROMO PLATED NICKEL,516
Brand#25,41,STANDARD ANODIZED STEEL,516
Brand#31,13,MEDIUM BRUSHED TIN,516
Brand#33,43,LARGE PLATED COPPER,516
Brand#33,36,SMALL ANODIZED BRASS,516
Brand#33,43,SMALL BRUSHED NICKEL,516
Brand#33,13,SMALL BURNISHED COPPER,516
Brand#33,33,STANDARD POLISHED STEEL,516
Brand#34,41,MEDIUM ANODIZED TIN,516
Brand#35,46,LARGE POLISHED NICKEL,516
Brand#35,36,MEDIUM BRUSHED BRASS,516
Brand#35,46,SMALL BURNISHED TIN,516
Brand#35,31,SMALL POLISHED BRASS,516
Brand#41,44,PROMO BURNISHED STEEL,516
Brand#41,36,PROMO PLATED NICKEL,516
Brand#42,46,PROMO BURNISHED STEEL,516
Brand#42,43,STANDARD ANODIZED NICKEL,516
Brand#43,43,SMALL ANODIZED COPPER,516
Brand#45,43,ECONOMY BURNISHED NICKEL,516
Brand#45,43,ECONOMY POLISHED BRASS,516
Brand#52,31,ECONOMY BURNISHED NICKEL,516
Brand#52,36,MEDIUM ANODIZED TIN,516
Brand#52,41,PROMO ANODIZED STEEL,516
Brand#52,46,PROMO POLISHED TIN,516
Brand#53,33,ECONOMY BURNISHED TIN,516
Brand#53,36,ECONOMY PLATED STEEL,516
Brand#53,44,LARGE BURNISHED BRASS,516
Brand#53,33,MEDIUM POLISHED BRASS,516
Brand#53,31,PROMO ANODIZED STEEL,516
Brand#53,46,STANDARD BURNISHED NICKEL,516
Brand#54,33,ECONOMY BURNISHED NICKEL,516
Brand#54,36,LARGE ANODIZED TIN,516
Brand#54,36,PROMO BRUSHED BRASS,516
Brand#54,44,SMALL PLATED COPPER,516
Brand#54,36,STANDARD POLISHED STEEL,516
Brand#55,31,ECONOMY PLATED TIN,516
Brand#55,36,MEDIUM ANODIZED NICKEL,516
Brand#55,43,MEDIUM ANODIZED NICKEL,516
Brand#55,41,MEDIUM POLISHED STEEL,516
Brand#55,41,PROMO POLISHED BRASS,516
Brand#11,46,MEDIUM POLISHED NICKEL,515
Brand#12,13,STANDARD ANODIZED TIN,515
Brand#12,43,STANDARD PLATED NICKEL,515
Brand#13,31,MEDIUM ANODIZED STEEL,515
Brand#14,33,SMALL BRUSHED STEEL,515
Brand#14,31,STANDARD POLISHED BRASS,515
Brand#15,36,MEDIUM POLISHED TIN,515
Brand#24,36,ECONOMY POLISHED TIN,515
Brand#24,44,MEDIUM BRUSHED TIN,515
Brand#24,36,PROMO ANODIZED NICKEL,515
Brand#24,43,PROMO BRUSHED COPPER,515
Brand#24,46,PROMO POLISHED TIN,515
Brand#24,36,SMALL BRUSHED COPPER,515
Brand#25,36,PROMO PLATED STEEL,515
Brand#33,33,LARGE POLISHED BRASS,515
Brand#34,13,SMALL PLATED STEEL,515
Brand#35,43,PROMO ANODIZED STEEL,515
Brand#35,31,SMALL BURNISHED STEEL,515
Brand#35,33,STANDARD PLATED BRASS,515
Brand#41,41,MEDIUM BRUSHED NICKEL,515
Brand#44,13,ECONOMY PLATED BRASS,515
Brand#44,44,SMALL BRUSHED TIN,515
Brand#44,43,STANDARD PLATED NICKEL,515
Brand#52,13,SMALL ANODIZED TIN,515
Brand#53,36,SMALL BURNISHED NICKEL,515
Brand#54,33,LARGE BURNISHED COPPER,515
Brand#54,13,STANDARD PLATED STEEL,515
Brand#15,33,LARGE BURNISHED STEEL,514
Brand#21,31,ECONOMY PLATED TIN,514
Brand#34,41,PROMO BURNISHED TIN,514
Brand#41,44,STANDARD PLATED STEEL,514
Brand#52,36,SMALL POLISHED BRASS,514
Brand#55,41,PROMO POLISHED NICKEL,514
Brand#11,46,PROMO PLATED TIN,512
Brand#11,46,STANDARD POLISHED TIN,512
Brand#12,13,MEDIUM BURNISHED BRASS,512
Brand#12,31,PROMO BRUSHED STEEL,512
Brand#12,31,STANDARD PLATED NICKEL,512
Brand#13,33,ECONOMY ANODIZED TIN,512
Brand#13,44,LARGE BURNISHED NICKEL,512
Brand#13,31,SMALL BRUSHED COPPER,512
Brand#13,13,SMALL BURNISHED STEEL,512
Brand#14,44,LARGE POLISHED COPPER,512
Brand#14,43,PROMO PLATED TIN,512
Brand#15,41,PROMO ANODIZED STEEL,512
Brand#15,44,SMALL PLATED STEEL,512
Brand#15,31,STANDARD BURNISHED TIN,512
Brand#21,13,SMALL BRUSHED TIN,512
Brand#21,44,STANDARD POLISHED STEEL,512
Brand#22,13,ECONOMY POLISHED COPPER,512
Brand#22,44,ECONOMY POLISHED STEEL,512
Brand#22,44,LARGE PLATED NICKEL,512
Brand#22,13,MEDIUM BRUSHED COPPER,512
Brand#22,13,PROMO PLATED COPPER,512
Brand#22,46,SMALL ANODIZED STEEL,512
Brand#23,43,ECONOMY ANODIZED TIN,512
Brand#23,43,LARGE POLISHED BRASS,512
Brand#23,44,PROMO BURNISHED STEEL,512
Brand#23,41,STANDARD ANODIZED BRASS,512
Brand#23,31,STANDARD ANODIZED STEEL,512
Brand#23,41,STANDARD BRUSHED BRASS,512
Brand#24,44,ECONOMY POLISHED BRASS,512
Brand#24,33,PROMO PLATED NICKEL,512
