channel,id,profit,returns,sales
catalog channel,catalog_pageAAAAAAAAAEPBAAAA,-4233.38,4521.85,0.0
catalog channel,catalog_pageAAAAAAAAAFACAAAA,-361818.21,14962.34,3621897.29
catalog channel,catalog_pageAAAAAAAAAFFBAAAA,-3036.27,4779.62,0.0
catalog channel,catalog_pageAAAAAAAAAFLBAAAA,-1147964.13,110067.35,10642048.6
catalog channel,catalog_pageAAAAAAAAAFMBAAAA,-518024.73,35859.43,5343745.43
catalog channel,catalog_pageAAAAAAAAAFNBAAAA,-15063.1,26614.04,0.0
catalog channel,catalog_pageAAAAAAAAAFOAAAAA,-3673.69,7501.79,0.0
catalog channel,catalog_pageAAAAAAAAAFOBAAAA,-18510.07,29296.75,0.0
catalog channel,catalog_pageAAAAAAAAAFPBAAAA,-2601.9,3970.79,0.0
catalog channel,catalog_pageAAAAAAAAAGACAAAA,-125761.67,0.0,1799307.31
catalog channel,catalog_pageAAAAAAAAAGFBAAAA,-5017.48,8343.02,0.0
catalog channel,catalog_pageAAAAAAAAAGLBAAAA,-1124938.17,52433.96,10874181.65
catalog channel,catalog_pageAAAAAAAAAGMBAAAA,-438625.75,51441.85,5124878.71
catalog channel,catalog_pageAAAAAAAAAGNBAAAA,-12004.16,19135.96,0.0
catalog channel,catalog_pageAAAAAAAAAGOAAAAA,-9600.03,8977.57,0.0
catalog channel,catalog_pageAAAAAAAAAGOBAAAA,-10050.86,11942.81,0.0
catalog channel,catalog_pageAAAAAAAAAGPBAAAA,-3154.88,7573.85,0.0
catalog channel,catalog_pageAAAAAAAAAHACAAAA,-136219.87,0.0,1653669.88
catalog channel,catalog_pageAAAAAAAAAHFBAAAA,-8044.32,8634.6,0.0
catalog channel,catalog_pageAAAAAAAAAHLBAAAA,-1185190.5,106652.08,10428242.39
catalog channel,catalog_pageAAAAAAAAAHMBAAAA,-623178.83,33990.03,5316222.68
catalog channel,catalog_pageAAAAAAAAAHNBAAAA,-8099.84,21377.93,0.0
catalog channel,catalog_pageAAAAAAAAAHOAAAAA,-4089.76,7183.61,0.0
catalog channel,catalog_pageAAAAAAAAAHOBAAAA,-6038.83,8735.72,0.0
catalog channel,catalog_pageAAAAAAAAAHPAAAAA,-2730.2,3965.86,0.0
catalog channel,catalog_pageAAAAAAAAAHPBAAAA,-3764.41,4399.15,0.0
catalog channel,catalog_pageAAAAAAAAAIACAAAA,-69604.31,0.0,1709114.98
catalog channel,catalog_pageAAAAAAAAAIFBAAAA,-3829.58,6342.05,0.0
catalog channel,catalog_pageAAAAAAAAAIKBAAAA,-164832.72,307376.52,0.0
catalog channel,catalog_pageAAAAAAAAAILBAAAA,-1121683.91,106304.23,10346864.63
catalog channel,catalog_pageAAAAAAAAAIMBAAAA,-679522.23,34601.54,5150441.36
catalog channel,catalog_pageAAAAAAAAAINBAAAA,-12342.3,22275.44,0.0
catalog channel,catalog_pageAAAAAAAAAIOAAAAA,-6366.03,12118.32,0.0
catalog channel,catalog_pageAAAAAAAAAIOBAAAA,-15511.76,17134.56,0.0
catalog channel,catalog_pageAAAAAAAAAIPAAAAA,-5006.71,5234.47,0.0
catalog channel,catalog_pageAAAAAAAAAJACAAAA,-202921.35,0.0,1802744.36
catalog channel,catalog_pageAAAAAAAAAJFBAAAA,-8634.17,12474.73,0.0
catalog channel,catalog_pageAAAAAAAAAJKBAAAA,-166498.02,259916.86,0.0
catalog channel,catalog_pageAAAAAAAAAJLBAAAA,-977066.5,121129.09,11081848.52
catalog channel,catalog_pageAAAAAAAAAJMBAAAA,-663579.07,25089.3,5347993.66
catalog channel,catalog_pageAAAAAAAAAJNBAAAA,-23590.7,23848.35,0.0
catalog channel,catalog_pageAAAAAAAAAJOAAAAA,-6842.91,11575.23,0.0
catalog channel,catalog_pageAAAAAAAAAJOBAAAA,-9094.21,21691.92,0.0
catalog channel,catalog_pageAAAAAAAAAJPAAAAA,-7690.28,16251.59,0.0
catalog channel,catalog_pageAAAAAAAAAJPBAAAA,-4119.45,7333.64,0.0
catalog channel,catalog_pageAAAAAAAAAKACAAAA,-161944.33,0.0,1723657.42
catalog channel,catalog_pageAAAAAAAAAKFBAAAA,-3824.92,4568.81,0.0
catalog channel,catalog_pageAAAAAAAAAKKBAAAA,-156111.55,274724.23,0.0
catalog channel,catalog_pageAAAAAAAAAKLBAAAA,-1058176.0,111491.87,10366953.41
catalog channel,catalog_pageAAAAAAAAAKMBAAAA,-371419.33,27828.97,5415948.09
catalog channel,catalog_pageAAAAAAAAAKNBAAAA,-8715.25,12541.95,0.0
catalog channel,catalog_pageAAAAAAAAAKOAAAAA,-11480.64,19659.36,0.0
catalog channel,catalog_pageAAAAAAAAAKOBAAAA,-8764.52,25939.5,0.0
catalog channel,catalog_pageAAAAAAAAAKPAAAAA,-4913.62,7359.84,0.0
catalog channel,catalog_pageAAAAAAAAAKPBAAAA,-429211.13,8426.96,3345582.0
catalog channel,catalog_pageAAAAAAAAALABAAAA,-27.97,84.15,0.0
catalog channel,catalog_pageAAAAAAAAALACAAAA,-214741.82,0.0,1761711.98
catalog channel,catalog_pageAAAAAAAAALFBAAAA,-2850.2,2894.74,0.0
catalog channel,catalog_pageAAAAAAAAALKBAAAA,-149484.94,282531.08,0.0
catalog channel,catalog_pageAAAAAAAAALLBAAAA,-1295035.76,108239.84,10044511.57
