channel,col_name,d_qoy,d_year,i_category,sales_amt,sales_cnt
catalog,cs_ship_customer_sk,3,1998,Sports,2487498.52,1941
catalog,cs_ship_customer_sk,3,1998,Women,2473521.88,1959
catalog,cs_ship_customer_sk,3,1998,,65032.68,52
catalog,cs_ship_customer_sk,4,1998,Books,4197776.97,3198
catalog,cs_ship_customer_sk,4,1998,Children,3850248.5,3084
catalog,cs_ship_customer_sk,4,1998,Electronics,3984413.02,3068
catalog,cs_ship_customer_sk,4,1998,Home,3775301.13,3043
catalog,cs_ship_customer_sk,4,1998,Jewelry,4116331.58,3139
catalog,cs_ship_customer_sk,4,1998,Men,4143029.7,3191
catalog,cs_ship_customer_sk,4,1998,Music,3732716.6,3058
catalog,cs_ship_customer_sk,4,1998,Shoes,4259954.01,3121
catalog,cs_ship_customer_sk,4,1998,Sports,3992500.68,3141
catalog,cs_ship_customer_sk,4,1998,Women,3943903.68,3089
catalog,cs_ship_customer_sk,4,1998,,107415.33,82
catalog,cs_ship_customer_sk,1,1999,Books,1250868.69,1002
catalog,cs_ship_customer_sk,1,1999,Children,1384033.92,1068
catalog,cs_ship_customer_sk,1,1999,Electronics,1280113.3,1022
catalog,cs_ship_customer_sk,1,1999,Home,1216387.63,1011
catalog,cs_ship_customer_sk,1,1999,Jewelry,1358552.85,1064
catalog,cs_ship_customer_sk,1,1999,Men,1363087.97,995
catalog,cs_ship_customer_sk,1,1999,Music,1277510.63,1011
catalog,cs_ship_customer_sk,1,1999,Shoes,1335253.94,1052
catalog,cs_ship_customer_sk,1,1999,Sports,1333620.64,1004
catalog,cs_ship_customer_sk,1,1999,Women,1475526.24,1030
catalog,cs_ship_customer_sk,1,1999,,56546.03,27
catalog,cs_ship_customer_sk,2,1999,Books,1354475.79,1014
catalog,cs_ship_customer_sk,2,1999,Children,1478423.57,1066
catalog,cs_ship_customer_sk,2,1999,Electronics,1358462.56,1073
catalog,cs_ship_customer_sk,2,1999,Home,1230091.52,1034
catalog,cs_ship_customer_sk,2,1999,Jewelry,1321751.9,1005
catalog,cs_ship_customer_sk,2,1999,Men,1448621.96,1056
catalog,cs_ship_customer_sk,2,1999,Music,1392139.61,1052
catalog,cs_ship_customer_sk,2,1999,Shoes,1299326.66,998
catalog,cs_ship_customer_sk,2,1999,Sports,1429031.27,1093
catalog,cs_ship_customer_sk,2,1999,Women,1400516.55,1017
catalog,cs_ship_customer_sk,2,1999,,19741.94,31
catalog,cs_ship_customer_sk,3,1999,Books,2379718.0,1903
catalog,cs_ship_customer_sk,3,1999,Children,2572229.14,1973
catalog,cs_ship_customer_sk,3,1999,Electronics,2240579.67,1855
catalog,cs_ship_customer_sk,3,1999,Home,2536372.58,1961
catalog,cs_ship_customer_sk,3,1999,Jewelry,2668539.76,1971
catalog,cs_ship_customer_sk,3,1999,Men,2558481.47,1960
catalog,cs_ship_customer_sk,3,1999,Music,2465427.58,1967
catalog,cs_ship_customer_sk,3,1999,Shoes,2523145.46,1974
catalog,cs_ship_customer_sk,3,1999,Sports,2514218.16,1971
catalog,cs_ship_customer_sk,3,1999,Women,2353031.35,1917
catalog,cs_ship_customer_sk,3,1999,,69403.88,46
catalog,cs_ship_customer_sk,4,1999,Books,4038601.68,3223
catalog,cs_ship_customer_sk,4,1999,Children,3767589.98,3049
catalog,cs_ship_customer_sk,4,1999,Electronics,4205333.09,3157
catalog,cs_ship_customer_sk,4,1999,Home,3873218.76,3123
catalog,cs_ship_customer_sk,4,1999,Jewelry,4228054.97,3224
catalog,cs_ship_customer_sk,4,1999,Men,3819187.05,3265
catalog,cs_ship_customer_sk,4,1999,Music,4158879.36,3197
catalog,cs_ship_customer_sk,4,1999,Shoes,4149917.12,3270
catalog,cs_ship_customer_sk,4,1999,Sports,3954454.76,3194
catalog,cs_ship_customer_sk,4,1999,Women,4151881.19,3247
catalog,cs_ship_customer_sk,4,1999,,78685.38,72
catalog,cs_ship_customer_sk,1,2000,Books,1372612.1,1048
catalog,cs_ship_customer_sk,1,2000,Children,1272042.17,1001
catalog,cs_ship_customer_sk,1,2000,Electronics,1265604.34,1006
catalog,cs_ship_customer_sk,1,2000,Home,1168621.93,1020
catalog,cs_ship_customer_sk,1,2000,Jewelry,1199492.15,1041
catalog,cs_ship_customer_sk,1,2000,Men,1201742.29,1071
catalog,cs_ship_customer_sk,1,2000,Music,1139358.33,1031
catalog,cs_ship_customer_sk,1,2000,Shoes,1282637.86,1051
catalog,cs_ship_customer_sk,1,2000,Sports,1474314.46,1115
catalog,cs_ship_customer_sk,1,2000,Women,1256282.96,989
catalog,cs_ship_customer_sk,1,2000,,18603.46,24
catalog,cs_ship_customer_sk,2,2000,Books,1186929.59,1036
