d_week_seq1,rnd1,rnd2,rnd3,rnd4,rnd5,rnd6,rnd7
5274,1.01,1.0,1.01,0.99,1.02,1.01,1.01
5274,1.01,1.0,1.01,0.99,1.02,1.01,1.01
5274,1.01,1.0,1.01,0.99,1.02,1.01,1.01
5274,1.01,1.0,1.01,0.99,1.02,1.01,1.01
5274,1.01,1.0,1.01,0.99,1.02,1.01,1.01
5274,1.01,1.0,1.01,0.99,1.02,1.01,1.01
5274,1.01,1.0,1.01,0.99,1.02,1.01,1.01
5274,1.01,1.0,1.01,0.99,1.02,1.01,1.01
5274,1.01,1.0,1.01,0.99,1.02,1.01,1.01
5274,1.01,1.0,1.01,0.99,1.02,1.01,1.01
5274,1.01,1.0,1.01,0.99,1.02,1.01,1.01
5274,1.01,1.0,1.01,0.99,1.02,1.01,1.01
5274,1.01,1.0,1.01,0.99,1.02,1.01,1.01
5274,1.01,1.0,1.01,0.99,1.02,1.01,1.01
5274,1.01,1.0,1.01,0.99,1.02,1.01,1.01
5274,1.01,1.0,1.01,0.99,1.02,1.01,1.01
5274,1.01,1.0,1.01,0.99,1.02,1.01,1.01
5274,1.01,1.0,1.01,0.99,1.02,1.01,1.01
5274,1.01,1.0,1.01,0.99,1.02,1.01,1.01
5274,1.01,1.0,1.01,0.99,1.02,1.01,1.01
5274,1.01,1.0,1.01,0.99,1.02,1.01,1.01
5275,0.99,0.98,1.0,1.0,0.97,1.02,1.0
5275,0.99,0.98,1.0,1.0,0.97,1.02,1.0
5275,0.99,0.98,1.0,1.0,0.97,1.02,1.0
5275,0.99,0.98,1.0,1.0,0.97,1.02,1.0
5275,0.99,0.98,1.0,1.0,0.97,1.02,1.0
5275,0.99,0.98,1.0,1.0,0.97,1.02,1.0
5275,0.99,0.98,1.0,1.0,0.97,1.02,1.0
5275,0.99,0.98,1.0,1.0,0.97,1.02,1.0
5275,0.99,0.98,1.0,1.0,0.97,1.02,1.0
5275,0.99,0.98,1.0,1.0,0.97,1.02,1.0
5275,0.99,0.98,1.0,1.0,0.97,1.02,1.0
5275,0.99,0.98,1.0,1.0,0.97,1.02,1.0
5275,0.99,0.98,1.0,1.0,0.97,1.02,1.0
5275,0.99,0.98,1.0,1.0,0.97,1.02,1.0
5275,0.99,0.98,1.0,1.0,0.97,1.02,1.0
5275,0.99,0.98,1.0,1.0,0.97,1.02,1.0
5275,0.99,0.98,1.0,1.0,0.97,1.02,1.0
5275,0.99,0.98,1.0,1.0,0.97,1.02,1.0
5275,0.99,0.98,1.0,1.0,0.97,1.02,1.0
5275,0.99,0.98,1.0,1.0,0.97,1.02,1.0
5275,0.99,0.98,1.0,1.0,0.97,1.02,1.0
5275,0.99,0.98,1.0,1.0,0.97,1.02,1.0
5275,0.99,0.98,1.0,1.0,0.97,1.02,1.0
5275,0.99,0.98,1.0,1.0,0.97,1.02,1.0
5275,0.99,0.98,1.0,1.0,0.97,1.02,1.0
5275,0.99,0.98,1.0,1.0,0.97,1.02,1.0
5275,0.99,0.98,1.0,1.0,0.97,1.02,1.0
5275,0.99,0.98,1.0,1.0,0.97,1.02,1.0
5275,0.99,0.98,1.0,1.0,0.97,1.02,1.0
5275,0.99,0.98,1.0,1.0,0.97,1.02,1.0
5275,0.99,0.98,1.0,1.0,0.97,1.02,1.0
5275,0.99,0.98,1.0,1.0,0.97,1.02,1.0
5275,0.99,0.98,1.0,1.0,0.97,1.02,1.0
5275,0.99,0.98,1.0,1.0,0.97,1.02,1.0
5275,0.99,0.98,1.0,1.0,0.97,1.02,1.0
5275,0.99,0.98,1.0,1.0,0.97,1.02,1.0
5275,0.99,0.98,1.0,1.0,0.97,1.02,1.0
5275,0.99,0.98,1.0,1.0,0.97,1.02,1.0
5275,0.99,0.98,1.0,1.0,0.97,1.02,1.0
5275,0.99,0.98,1.0,1.0,0.97,1.02,1.0
5275,0.99,0.98,1.0,1.0,0.97,1.02,1.0
5275,0.99,0.98,1.0,1.0,0.97,1.02,1.0
5275,0.99,0.98,1.0,1.0,0.97,1.02,1.0
5275,0.99,0.98,1.0,1.0,0.97,1.02,1.0
5275,0.99,0.98,1.0,1.0,0.97,1.02,1.0
5275,0.99,0.98,1.0,1.0,0.97,1.02,1.0
5275,0.99,0.98,1.0,1.0,0.97,1.02,1.0
5275,0.99,0.98,1.0,1.0,0.97,1.02,1.0
5275,0.99,0.98,1.0,1.0,0.97,1.02,1.0
5276,1.02,1.0,0.99,1.0,1.01,1.01,1.0
5276,1.02,1.0,0.99,1.0,1.01,1.01,1.0
5276,1.02,1.0,0.99,1.0,1.01,1.01,1.0
5276,1.02,1.0,0.99,1.0,1.01,1.01,1.0
5276,1.02,1.0,0.99,1.0,1.01,1.01,1.0
5276,1.02,1.0,0.99,1.0,1.01,1.01,1.0
5276,1.02,1.0,0.99,1.0,1.01,1.01,1.0
5276,1.02,1.0,0.99,1.0,1.01,1.01,1.0
5276,1.02,1.0,0.99,1.0,1.01,1.01,1.0
5276,1.02,1.0,0.99,1.0,1.01,1.01,1.0
5276,1.02,1.0,0.99,1.0,1.01,1.01,1.0
5276,1.02,1.0,0.99,1.0,1.01,1.01,1.0
5276,1.02,1.0,0.99,1.0,1.01,1.01,1.0
5276,1.02,1.0,0.99,1.0,1.01,1.01,1.0
5276,1.02,1.0,0.99,1.0,1.01,1.01,1.0
5276,1.02,1.0,0.99,1.0,1.01,1.01,1.0
5276,1.02,1.0,0.99,1.0,1.01,1.01,1.0
5276,1.02,1.0,0.99,1.0,1.01,1.01,1.0
5276,1.02,1.0,0.99,1.0,1.01,1.01,1.0
5276,1.02,1.0,0.99,1.0,1.01,1.01,1.0
5276,1.02,1.0,0.99,1.0,1.01,1.01,1.0
5276,1.02,1.0,0.99,1.0,1.01,1.01,1.0
5276,1.02,1.0,0.99,1.0,1.01,1.01,1.0
5276,1.02,1.0,0.99,1.0,1.01,1.01,1.0
5276,1.02,1.0,0.99,1.0,1.01,1.01,1.0
5276,1.02,1.0,0.99,1.0,1.01,1.01,1.0
5276,1.02,1.0,0.99,1.0,1.01,1.01,1.0
5276,1.02,1.0,0.99,1.0,1.01,1.01,1.0
5276,1.02,1.0,0.99,1.0,1.01,1.01,1.0
5276,1.02,1.0,0.99,1.0,1.01,1.01,1.0
5276,1.02,1.0,0.99,1.0,1.01,1.01,1.0
5276,1.02,1.0,0.99,1.0,1.01,1.01,1.0
5276,1.02,1.0,0.99,1.0,1.01,1.01,1.0
5276,1.02,1.0,0.99,1.0,1.01,1.01,1.0
5276,1.02,1.0,0.99,1.0,1.01,1.01,1.0
5276,1.02,1.0,0.99,1.0,1.01,1.01,1.0
5276,1.02,1.0,0.99,1.0,1.01,1.01,1.0
5276,1.02,1.0,0.99,1.0,1.01,1.01,1.0
5276,1.02,1.0,0.99,1.0,1.01,1.01,1.0
5276,1.02,1.0,0.99,1.0,1.01,1.01,1.0
5276,1.02,1.0,0.99,1.0,1.01,1.01,1.0
5276,1.02,1.0,0.99,1.0,1.01,1.01,1.0
5276,1.02,1.0,0.99,1.0,1.01,1.01,1.0
5276,1.02,1.0,0.99,1.0,1.01,1.01,1.0
5276,1.02,1.0,0.99,1.0,1.01,1.01,1.0
5276,1.02,1.0,0.99,1.0,1.01,1.01,1.0
5276,1.02,1.0,0.99,1.0,1.01,1.01,1.0
5276,1.02,1.0,0.99,1.0,1.01,1.01,1.0
5276,1.02,1.0,0.99,1.0,1.01,1.01,1.0
5277,1.03,0.98,1.0,0.98,1.0,1.02,0.97
5277,1.03,0.98,1.0,0.98,1.0,1.02,0.97
5277,1.03,0.98,1.0,0.98,1.0,1.02,0.97
5277,1.03,0.98,1.0,0.98,1.0,1.02,0.97
5277,1.03,0.98,1.0,0.98,1.0,1.02,0.97
5277,1.03,0.98,1.0,0.98,1.0,1.02,0.97
5277,1.03,0.98,1.0,0.98,1.0,1.02,0.97
5277,1.03,0.98,1.0,0.98,1.0,1.02,0.97
5277,1.03,0.98,1.0,0.98,1.0,1.02,0.97
5277,1.03,0.98,1.0,0.98,1.0,1.02,0.97
5277,1.03,0.98,1.0,0.98,1.0,1.02,0.97
5277,1.03,0.98,1.0,0.98,1.0,1.02,0.97
5277,1.03,0.98,1.0,0.98,1.0,1.02,0.97
5277,1.03,0.98,1.0,0.98,1.0,1.02,0.97
5277,1.03,0.98,1.0,0.98,1.0,1.02,0.97
5277,1.03,0.98,1.0,0.98,1.0,1.02,0.97
5277,1.03,0.98,1.0,0.98,1.0,1.02,0.97
5277,1.03,0.98,1.0,0.98,1.0,1.02,0.97
5277,1.03,0.98,1.0,0.98,1.0,1.02,0.97
5277,1.03,0.98,1.0,0.98,1.0,1.02,0.97
5277,1.03,0.98,1.0,0.98,1.0,1.02,0.97
5277,1.03,0.98,1.0,0.98,1.0,1.02,0.97
5277,1.03,0.98,1.0,0.98,1.0,1.02,0.97
5277,1.03,0.98,1.0,0.98,1.0,1.02,0.97
5277,1.03,0.98,1.0,0.98,1.0,1.02,0.97
5277,1.03,0.98,1.0,0.98,1.0,1.02,0.97
5277,1.03,0.98,1.0,0.98,1.0,1.02,0.97
5277,1.03,0.98,1.0,0.98,1.0,1.02,0.97
5277,1.03,0.98,1.0,0.98,1.0,1.02,0.97
5277,1.03,0.98,1.0,0.98,1.0,1.02,0.97
5277,1.03,0.98,1.0,0.98,1.0,1.02,0.97
5277,1.03,0.98,1.0,0.98,1.0,1.02,0.97
5277,1.03,0.98,1.0,0.98,1.0,1.02,0.97
5277,1.03,0.98,1.0,0.98,1.0,1.02,0.97
5277,1.03,0.98,1.0,0.98,1.0,1.02,0.97
5277,1.03,0.98,1.0,0.98,1.0,1.02,0.97
5277,1.03,0.98,1.0,0.98,1.0,1.02,0.97
5277,1.03,0.98,1.0,0.98,1.0,1.02,0.97
5277,1.03,0.98,1.0,0.98,1.0,1.02,0.97
5277,1.03,0.98,1.0,0.98,1.0,1.02,0.97
5277,1.03,0.98,1.0,0.98,1.0,1.02,0.97
5277,1.03,0.98,1.0,0.98,1.0,1.02,0.97
5277,1.03,0.98,1.0,0.98,1.0,1.02,0.97
5277,1.03,0.98,1.0,0.98,1.0,1.02,0.97
5277,1.03,0.98,1.0,0.98,1.0,1.02,0.97
5277,1.03,0.98,1.0,0.98,1.0,1.02,0.97
5277,1.03,0.98,1.0,0.98,1.0,1.02,0.97
5277,1.03,0.98,1.0,0.98,1.0,1.02,0.97
5277,1.03,0.98,1.0,0.98,1.0,1.02,0.97
5278,1.01,0.99,1.0,1.01,0.99,2.9,1.47
5278,1.01,0.99,1.0,1.01,0.99,2.9,1.47
5278,1.01,0.99,1.0,1.01,0.99,2.9,1.47
5278,1.01,0.99,1.0,1.01,0.99,2.9,1.47
5278,1.01,0.99,1.0,1.01,0.99,2.9,1.47
5278,1.01,0.99,1.0,1.01,0.99,2.9,1.47
5278,1.01,0.99,1.0,1.01,0.99,2.9,1.47
5278,1.01,0.99,1.0,1.01,0.99,2.9,1.47
5278,1.01,0.99,1.0,1.01,0.99,2.9,1.47
5278,1.01,0.99,1.0,1.01,0.99,2.9,1.47
5278,1.01,0.99,1.0,1.01,0.99,2.9,1.47
5278,1.01,0.99,1.0,1.01,0.99,2.9,1.47
5278,1.01,0.99,1.0,1.01,0.99,2.9,1.47
5278,1.01,0.99,1.0,1.01,0.99,2.9,1.47
5278,1.01,0.99,1.0,1.01,0.99,2.9,1.47
5278,1.01,0.99,1.0,1.01,0.99,2.9,1.47
5278,1.01,0.99,1.0,1.01,0.99,2.9,1.47
5278,1.01,0.99,1.0,1.01,0.99,2.9,1.47
5278,1.01,0.99,1.0,1.01,0.99,2.9,1.47
5278,1.01,0.99,1.0,1.01,0.99,2.9,1.47
5278,1.01,0.99,1.0,1.01,0.99,2.9,1.47
5278,1.01,0.99,1.0,1.01,0.99,2.9,1.47
5278,1.01,0.99,1.0,1.01,0.99,2.9,1.47
5278,1.01,0.99,1.0,1.01,0.99,2.9,1.47
5278,1.01,0.99,1.0,1.01,0.99,2.9,1.47
5278,1.01,0.99,1.0,1.01,0.99,2.9,1.47
5278,1.01,0.99,1.0,1.01,0.99,2.9,1.47
5278,1.01,0.99,1.0,1.01,0.99,2.9,1.47
5278,1.01,0.99,1.0,1.01,0.99,2.9,1.47
5278,1.01,0.99,1.0,1.01,0.99,2.9,1.47
5278,1.01,0.99,1.0,1.01,0.99,2.9,1.47
5278,1.01,0.99,1.0,1.01,0.99,2.9,1.47
5278,1.01,0.99,1.0,1.01,0.99,2.9,1.47
5278,1.01,0.99,1.0,1.01,0.99,2.9,1.47
5278,1.01,0.99,1.0,1.01,0.99,2.9,1.47
5278,1.01,0.99,1.0,1.01,0.99,2.9,1.47
5278,1.01,0.99,1.0,1.01,0.99,2.9,1.47
5278,1.01,0.99,1.0,1.01,0.99,2.9,1.47
5278,1.01,0.99,1.0,1.01,0.99,2.9,1.47
5278,1.01,0.99,1.0,1.01,0.99,2.9,1.47
5278,1.01,0.99,1.0,1.01,0.99,2.9,1.47
5278,1.01,0.99,1.0,1.01,0.99,2.9,1.47
5278,1.01,0.99,1.0,1.01,0.99,2.9,1.47
5278,1.01,0.99,1.0,1.01,0.99,2.9,1.47
5278,1.01,0.99,1.0,1.01,0.99,2.9,1.47
5278,1.01,0.99,1.0,1.01,0.99,2.9,1.47
5278,1.01,0.99,1.0,1.01,0.99,2.9,1.47
5278,1.01,0.99,1.0,1.01,0.99,2.9,1.47
5278,1.01,0.99,1.0,1.01,0.99,2.9,1.47
5279,1.01,1.0,0.98,1.01,0.32,0.66,0.99
5279,1.01,1.0,0.98,1.01,0.32,0.66,0.99
5279,1.01,1.0,0.98,1.01,0.32,0.66,0.99
5279,1.01,1.0,0.98,1.01,0.32,0.66,0.99
5279,1.01,1.0,0.98,1.01,0.32,0.66,0.99
5279,1.01,1.0,0.98,1.01,0.32,0.66,0.99
5279,1.01,1.0,0.98,1.01,0.32,0.66,0.99
5279,1.01,1.0,0.98,1.01,0.32,0.66,0.99
5279,1.01,1.0,0.98,1.01,0.32,0.66,0.99
5279,1.01,1.0,0.98,1.01,0.32,0.66,0.99
5279,1.01,1.0,0.98,1.01,0.32,0.66,0.99
5279,1.01,1.0,0.98,1.01,0.32,0.66,0.99
5279,1.01,1.0,0.98,1.01,0.32,0.66,0.99
5279,1.01,1.0,0.98,1.01,0.32,0.66,0.99
5279,1.01,1.0,0.98,1.01,0.32,0.66,0.99
5279,1.01,1.0,0.98,1.01,0.32,0.66,0.99
5279,1.01,1.0,0.98,1.01,0.32,0.66,0.99
5279,1.01,1.0,0.98,1.01,0.32,0.66,0.99
5279,1.01,1.0,0.98,1.01,0.32,0.66,0.99
5279,1.01,1.0,0.98,1.01,0.32,0.66,0.99
5279,1.01,1.0,0.98,1.01,0.32,0.66,0.99
5279,1.01,1.0,0.98,1.01,0.32,0.66,0.99
5279,1.01,1.0,0.98,1.01,0.32,0.66,0.99
5279,1.01,1.0,0.98,1.01,0.32,0.66,0.99
5279,1.01,1.0,0.98,1.01,0.32,0.66,0.99
5279,1.01,1.0,0.98,1.01,0.32,0.66,0.99
5279,1.01,1.0,0.98,1.01,0.32,0.66,0.99
5279,1.01,1.0,0.98,1.01,0.32,0.66,0.99
5279,1.01,1.0,0.98,1.01,0.32,0.66,0.99
5279,1.01,1.0,0.98,1.01,0.32,0.66,0.99
5279,1.01,1.0,0.98,1.01,0.32,0.66,0.99
5279,1.01,1.0,0.98,1.01,0.32,0.66,0.99
5279,1.01,1.0,0.98,1.01,0.32,0.66,0.99
5279,1.01,1.0,0.98,1.01,0.32,0.66,0.99
5279,1.01,1.0,0.98,1.01,0.32,0.66,0.99
5279,1.01,1.0,0.98,1.01,0.32,0.66,0.99
5279,1.01,1.0,0.98,1.01,0.32,0.66,0.99
5279,1.01,1.0,0.98,1.01,0.32,0.66,0.99
5279,1.01,1.0,0.98,1.01,0.32,0.66,0.99
5279,1.01,1.0,0.98,1.01,0.32,0.66,0.99
5279,1.01,1.0,0.98,1.01,0.32,0.66,0.99
5279,1.01,1.0,0.98,1.01,0.32,0.66,0.99
5279,1.01,1.0,0.98,1.01,0.32,0.66,0.99
5279,1.01,1.0,0.98,1.01,0.32,0.66,0.99
5279,1.01,1.0,0.98,1.01,0.32,0.66,0.99
5279,1.01,1.0,0.98,1.01,0.32,0.66,0.99
5279,1.01,1.0,0.98,1.01,0.32,0.66,0.99
5279,1.01,1.0,0.98,1.01,0.32,0.66,0.99
5279,1.01,1.0,0.98,1.01,0.32,0.66,0.99
