avg_monthly_sales,cc_name,d_moy,d_year,i_brand,i_category,nsum,psum,sum_sales
194891.24333333335,NY Metro,2,2001,edu packedu pack #2,Shoes,114452.36,117740.12,98610.21
199970.36,Hawaii/Alaska,2,2001,edu packscholar #2,Music,110602.0,121648.13,103718.56
208757.13333333333,North Midwest,4,2001,importoexporti #2,Children,128028.42,120183.67,112515.64
196135.01166666666,Hawaii/Alaska,2,2001,edu packedu pack #2,Shoes,107618.37,120038.26,99928.2
197589.5,Hawaii/Alaska,2,2001,amalgamalg #2,Women,115129.03,119926.32,101383.52
199480.05666666667,North Midwest_2,2,2001,amalgimporto #2,Men,109787.93,114343.53,103332.94
208085.3625,NY Metro_2,6,2001,importoexporti #2,Children,124814.72,121198.14,111980.38
209211.1025,Pacific Northwest_1,2,2001,importoexporti #2,Children,124482.93,124759.01,113109.38
205100.57333333333,North Midwest,2,2001,importoedu pack #2,Shoes,114089.38,116293.13,109047.3
202067.27583333332,California,2,2001,amalgimporto #2,Men,110678.52,117857.89,106035.38
194820.20916666667,Hawaii/Alaska,2,2001,exportischolar #2,Music,109697.83,117550.46,98856.41
200130.61833333335,California,2,2001,edu packimporto #2,Men,113259.75,116735.27,104167.55
209967.43916666668,Mid Atlantic,3,2001,importoexporti #2,Children,121991.15,118038.19,114067.41
194548.72083333333,California,2,2001,amalgedu pack #2,Shoes,120281.67,114503.83,98660.32
198665.64916666667,Mid Atlantic,2,2001,amalgamalg #2,Women,108868.8,128040.16,102805.7
196648.81583333333,Pacific Northwest_1,2,2001,exportischolar #2,Music,112494.53,112528.86,100847.16
196264.86166666666,NY Metro,2,2001,edu packscholar #2,Music,114047.33,111620.95,100482.45
201020.10916666666,Pacific Northwest,2,2001,edu packamalg #2,Women,119725.45,112757.47,105291.22
200277.73083333333,Hawaii/Alaska_1,2,2001,exportiimporto #2,Men,116593.55,125460.36,104558.08
194962.2625,Pacific Northwest_1,2,2001,importoamalg #2,Women,112150.43,117523.94,99385.88
196414.96333333332,North Midwest,2,2001,edu packedu pack #2,Shoes,111959.11,116757.29,100892.66
197764.21166666667,NY Metro_1,2,2001,edu packscholar #2,Music,104456.23,118821.66,102254.36
197138.08083333334,North Midwest,2,2001,exportischolar #2,Music,115570.6,116253.19,101658.86
199313.97333333333,NY Metro_1,4,2001,edu packexporti #2,Children,115367.53,119472.07,104037.49
199504.69833333333,Hawaii/Alaska,2,2001,edu packimporto #2,Men,115130.31,118190.53,104249.79
200547.12083333332,Hawaii/Alaska_1,2,2001,exportiedu pack #2,Shoes,109805.49,116510.65,105323.74
207200.87833333333,NY Metro,2,2001,importoexporti #2,Children,116711.15,124222.65,111984.14
199533.08083333334,Mid Atlantic_2,2,2001,amalgscholar #2,Music,111065.45,116475.91,104339.22
194290.1825,Mid Atlantic_2,2,2001,amalgedu pack #2,Shoes,111488.69,110175.21,99153.51
199756.2225,North Midwest,2,2001,amalgimporto #2,Men,111939.32,114773.05,104638.0
201904.09083333332,Hawaii/Alaska_1,2,2001,edu packamalg #2,Women,115868.61,119757.63,106794.99
195657.76333333334,NY Metro,2,2001,importoimporto #2,Men,111783.25,117442.62,100583.66
193030.105,NY Metro,2,2001,amalgedu pack #2,Shoes,113184.4,111415.95,97962.14
199756.36,NY Metro_1,2,2001,exportiimporto #2,Men,114361.44,114186.99,104689.63
194525.37583333332,Mid Atlantic_2,2,2001,exportiexporti #2,Children,106700.09,116649.97,99474.97
200311.7975,Hawaii/Alaska,2,2001,amalgscholar #2,Music,113899.36,116171.07,105311.6
195033.64,NY Metro_1,2,2001,importoamalg #2,Women,111340.65,115005.3,100046.79
208675.07333333333,Hawaii/Alaska_1,4,2001,importoexporti #2,Children,126147.47,123477.38,113695.84
192124.32333333333,Mid Atlantic_2,2,2001,importoscholar #2,Music,108471.36,108061.06,97146.26
201646.88333333333,North Midwest_2,2,2001,amalgexporti #2,Children,116112.08,113355.14,106702.8
199147.035,Mid Atlantic_1,2,2001,exportiedu pack #2,Shoes,111620.82,117824.74,104244.57
197485.59333333332,Pacific Northwest,2,2001,amalgedu pack #2,Shoes,116619.92,116138.35,102595.11
201196.66083333333,Pacific Northwest_1,2,2001,exportiedu pack #2,Shoes,113547.75,122736.47,106306.47
203760.85333333333,Pacific Northwest_1,2,2001,importoedu pack #2,Shoes,114473.72,119524.09,108884.2
198073.15833333333,Hawaii/Alaska_1,2,2001,edu packexporti #2,Children,117538.7,107255.27,103203.86
202759.4175,NY Metro_1,2,2001,amalgscholar #2,Music,114502.35,117798.11,107908.79
191675.00333333333,Pacific Northwest,2,2001,exportiamalg #2,Women,108698.29,112440.35,96907.65
201334.7175,Mid Atlantic_1,2,2001,edu packamalg #2,Women,114521.82,130160.96,106603.99
197845.31166666668,NY Metro_2,2,2001,amalgamalg #2,Women,113884.37,112812.95,103123.75
193986.70666666667,North Midwest,2,2001,amalgedu pack #2,Shoes,111411.31,110267.33,99292.51
197471.91666666666,Mid Atlantic_1,2,2001,amalgimporto #2,Men,113252.83,114345.97,102884.22
197387.36083333334,Pacific Northwest,2,2001,edu packexporti #2,Children,114772.36,115042.11,102816.06
202573.9575,Mid Atlantic,2,2001,amalgexporti #2,Children,114915.46,124782.92,108061.0
202912.27833333332,California,3,2001,amalgscholar #2,Music,118049.31,103749.41,108418.39
202103.74833333332,Hawaii/Alaska_1,2,2001,amalgscholar #2,Music,114983.11,111564.3,107667.55
