channel,col_name,d_qoy,d_year,i_category,sales_amt,sales_cnt
catalog,cs_ship_customer_sk,1,2000,Books,13581171.58,10527
catalog,cs_ship_customer_sk,1,2000,Children,13009751.67,10465
catalog,cs_ship_customer_sk,1,2000,Electronics,13117528.19,10220
catalog,cs_ship_customer_sk,1,2000,Home,13411177.79,10312
catalog,cs_ship_customer_sk,1,2000,Jewelry,13109438.87,10534
catalog,cs_ship_customer_sk,1,2000,Men,13392234.97,10444
catalog,cs_ship_customer_sk,1,2000,Music,13732693.09,10441
catalog,cs_ship_customer_sk,1,2000,Shoes,12891910.58,10472
catalog,cs_ship_customer_sk,1,2000,Sports,12534950.78,10056
catalog,cs_ship_customer_sk,1,2000,Women,13579336.6,10475
catalog,cs_ship_customer_sk,1,2000,,317726.89,245
catalog,cs_ship_customer_sk,2,2000,Books,13299193.74,10521
