d_week_seq1,rnd1,rnd2,rnd3,rnd4,rnd5,rnd6,rnd7
5272,1.0,1.01,1.0,1.0,1.0,1.0,1.0
5272,1.0,1.01,1.0,1.0,1.0,1.0,1.0
5272,1.0,1.01,1.0,1.0,1.0,1.0,1.0
5272,1.0,1.01,1.0,1.0,1.0,1.0,1.0
5272,1.0,1.01,1.0,1.0,1.0,1.0,1.0
5272,1.0,1.01,1.0,1.0,1.0,1.0,1.0
5272,1.0,1.01,1.0,1.0,1.0,1.0,1.0
5272,1.0,1.01,1.0,1.0,1.0,1.0,1.0
5272,1.0,1.01,1.0,1.0,1.0,1.0,1.0
5272,1.0,1.01,1.0,1.0,1.0,1.0,1.0
5272,1.0,1.01,1.0,1.0,1.0,1.0,1.0
5272,1.0,1.01,1.0,1.0,1.0,1.0,1.0
5272,1.0,1.01,1.0,1.0,1.0,1.0,1.0
5272,1.0,1.01,1.0,1.0,1.0,1.0,1.0
5272,1.0,1.01,1.0,1.0,1.0,1.0,1.0
5272,1.0,1.01,1.0,1.0,1.0,1.0,1.0
5272,1.0,1.01,1.0,1.0,1.0,1.0,1.0
5272,1.0,1.01,1.0,1.0,1.0,1.0,1.0
5272,1.0,1.01,1.0,1.0,1.0,1.0,1.0
5272,1.0,1.01,1.0,1.0,1.0,1.0,1.0
5272,1.0,1.01,1.0,1.0,1.0,1.0,1.0
5272,1.0,1.01,1.0,1.0,1.0,1.0,1.0
5272,1.0,1.01,1.0,1.0,1.0,1.0,1.0
5272,1.0,1.01,1.0,1.0,1.0,1.0,1.0
5272,1.0,1.01,1.0,1.0,1.0,1.0,1.0
5272,1.0,1.01,1.0,1.0,1.0,1.0,1.0
5272,1.0,1.01,1.0,1.0,1.0,1.0,1.0
5272,1.0,1.01,1.0,1.0,1.0,1.0,1.0
5272,1.0,1.01,1.0,1.0,1.0,1.0,1.0
5272,1.0,1.01,1.0,1.0,1.0,1.0,1.0
5272,1.0,1.01,1.0,1.0,1.0,1.0,1.0
5272,1.0,1.01,1.0,1.0,1.0,1.0,1.0
5272,1.0,1.01,1.0,1.0,1.0,1.0,1.0
5272,1.0,1.01,1.0,1.0,1.0,1.0,1.0
5272,1.0,1.01,1.0,1.0,1.0,1.0,1.0
5272,1.0,1.01,1.0,1.0,1.0,1.0,1.0
5273,1.0,1.0,1.0,1.0,1.01,1.0,1.0
5273,1.0,1.0,1.0,1.0,1.01,1.0,1.0
5273,1.0,1.0,1.0,1.0,1.01,1.0,1.0
5273,1.0,1.0,1.0,1.0,1.01,1.0,1.0
5273,1.0,1.0,1.0,1.0,1.01,1.0,1.0
5273,1.0,1.0,1.0,1.0,1.01,1.0,1.0
5273,1.0,1.0,1.0,1.0,1.01,1.0,1.0
5273,1.0,1.0,1.0,1.0,1.01,1.0,1.0
5273,1.0,1.0,1.0,1.0,1.01,1.0,1.0
5273,1.0,1.0,1.0,1.0,1.01,1.0,1.0
5273,1.0,1.0,1.0,1.0,1.01,1.0,1.0
5273,1.0,1.0,1.0,1.0,1.01,1.0,1.0
5273,1.0,1.0,1.0,1.0,1.01,1.0,1.0
5273,1.0,1.0,1.0,1.0,1.01,1.0,1.0
5273,1.0,1.0,1.0,1.0,1.01,1.0,1.0
5273,1.0,1.0,1.0,1.0,1.01,1.0,1.0
5273,1.0,1.0,1.0,1.0,1.01,1.0,1.0
5273,1.0,1.0,1.0,1.0,1.01,1.0,1.0
5273,1.0,1.0,1.0,1.0,1.01,1.0,1.0
5273,1.0,1.0,1.0,1.0,1.01,1.0,1.0
5273,1.0,1.0,1.0,1.0,1.01,1.0,1.0
5273,1.0,1.0,1.0,1.0,1.01,1.0,1.0
5273,1.0,1.0,1.0,1.0,1.01,1.0,1.0
5273,1.0,1.0,1.0,1.0,1.01,1.0,1.0
5273,1.0,1.0,1.0,1.0,1.01,1.0,1.0
5273,1.0,1.0,1.0,1.0,1.01,1.0,1.0
5273,1.0,1.0,1.0,1.0,1.01,1.0,1.0
5273,1.0,1.0,1.0,1.0,1.01,1.0,1.0
5273,1.0,1.0,1.0,1.0,1.01,1.0,1.0
5273,1.0,1.0,1.0,1.0,1.01,1.0,1.0
5273,1.0,1.0,1.0,1.0,1.01,1.0,1.0
5273,1.0,1.0,1.0,1.0,1.01,1.0,1.0
5273,1.0,1.0,1.0,1.0,1.01,1.0,1.0
5273,1.0,1.0,1.0,1.0,1.01,1.0,1.0
5273,1.0,1.0,1.0,1.0,1.01,1.0,1.0
5273,1.0,1.0,1.0,1.0,1.01,1.0,1.0
5273,1.0,1.0,1.0,1.0,1.01,1.0,1.0
5273,1.0,1.0,1.0,1.0,1.01,1.0,1.0
5273,1.0,1.0,1.0,1.0,1.01,1.0,1.0
5273,1.0,1.0,1.0,1.0,1.01,1.0,1.0
5273,1.0,1.0,1.0,1.0,1.01,1.0,1.0
5273,1.0,1.0,1.0,1.0,1.01,1.0,1.0
5273,1.0,1.0,1.0,1.0,1.01,1.0,1.0
5273,1.0,1.0,1.0,1.0,1.01,1.0,1.0
5273,1.0,1.0,1.0,1.0,1.01,1.0,1.0
5273,1.0,1.0,1.0,1.0,1.01,1.0,1.0
5273,1.0,1.0,1.0,1.0,1.01,1.0,1.0
5273,1.0,1.0,1.0,1.0,1.01,1.0,1.0
5273,1.0,1.0,1.0,1.0,1.01,1.0,1.0
5274,1.0,1.0,1.0,0.99,1.01,0.99,1.0
5274,1.0,1.0,1.0,0.99,1.01,0.99,1.0
5274,1.0,1.0,1.0,0.99,1.01,0.99,1.0
5274,1.0,1.0,1.0,0.99,1.01,0.99,1.0
5274,1.0,1.0,1.0,0.99,1.01,0.99,1.0
5274,1.0,1.0,1.0,0.99,1.01,0.99,1.0
5274,1.0,1.0,1.0,0.99,1.01,0.99,1.0
5274,1.0,1.0,1.0,0.99,1.01,0.99,1.0
5274,1.0,1.0,1.0,0.99,1.01,0.99,1.0
5274,1.0,1.0,1.0,0.99,1.01,0.99,1.0
5274,1.0,1.0,1.0,0.99,1.01,0.99,1.0
5274,1.0,1.0,1.0,0.99,1.01,0.99,1.0
5274,1.0,1.0,1.0,0.99,1.01,0.99,1.0
5274,1.0,1.0,1.0,0.99,1.01,0.99,1.0
5274,1.0,1.0,1.0,0.99,1.01,0.99,1.0
5274,1.0,1.0,1.0,0.99,1.01,0.99,1.0
5274,1.0,1.0,1.0,0.99,1.01,0.99,1.0
5274,1.0,1.0,1.0,0.99,1.01,0.99,1.0
5274,1.0,1.0,1.0,0.99,1.01,0.99,1.0
5274,1.0,1.0,1.0,0.99,1.01,0.99,1.0
5274,1.0,1.0,1.0,0.99,1.01,0.99,1.0
5274,1.0,1.0,1.0,0.99,1.01,0.99,1.0
5274,1.0,1.0,1.0,0.99,1.01,0.99,1.0
5274,1.0,1.0,1.0,0.99,1.01,0.99,1.0
5274,1.0,1.0,1.0,0.99,1.01,0.99,1.0
5274,1.0,1.0,1.0,0.99,1.01,0.99,1.0
5274,1.0,1.0,1.0,0.99,1.01,0.99,1.0
5274,1.0,1.0,1.0,0.99,1.01,0.99,1.0
5274,1.0,1.0,1.0,0.99,1.01,0.99,1.0
5274,1.0,1.0,1.0,0.99,1.01,0.99,1.0
5274,1.0,1.0,1.0,0.99,1.01,0.99,1.0
5274,1.0,1.0,1.0,0.99,1.01,0.99,1.0
5274,1.0,1.0,1.0,0.99,1.01,0.99,1.0
5274,1.0,1.0,1.0,0.99,1.01,0.99,1.0
5274,1.0,1.0,1.0,0.99,1.01,0.99,1.0
5274,1.0,1.0,1.0,0.99,1.01,0.99,1.0
5274,1.0,1.0,1.0,0.99,1.01,0.99,1.0
5274,1.0,1.0,1.0,0.99,1.01,0.99,1.0
5274,1.0,1.0,1.0,0.99,1.01,0.99,1.0
5274,1.0,1.0,1.0,0.99,1.01,0.99,1.0
5274,1.0,1.0,1.0,0.99,1.01,0.99,1.0
5274,1.0,1.0,1.0,0.99,1.01,0.99,1.0
5274,1.0,1.0,1.0,0.99,1.01,0.99,1.0
5274,1.0,1.0,1.0,0.99,1.01,0.99,1.0
5274,1.0,1.0,1.0,0.99,1.01,0.99,1.0
5274,1.0,1.0,1.0,0.99,1.01,0.99,1.0
5274,1.0,1.0,1.0,0.99,1.01,0.99,1.0
5274,1.0,1.0,1.0,0.99,1.01,0.99,1.0
5274,1.0,1.0,1.0,0.99,1.01,0.99,1.0
5275,1.0,1.0,0.99,1.0,0.99,1.0,1.0
5275,1.0,1.0,0.99,1.0,0.99,1.0,1.0
5275,1.0,1.0,0.99,1.0,0.99,1.0,1.0
5275,1.0,1.0,0.99,1.0,0.99,1.0,1.0
5275,1.0,1.0,0.99,1.0,0.99,1.0,1.0
5275,1.0,1.0,0.99,1.0,0.99,1.0,1.0
5275,1.0,1.0,0.99,1.0,0.99,1.0,1.0
5275,1.0,1.0,0.99,1.0,0.99,1.0,1.0
5275,1.0,1.0,0.99,1.0,0.99,1.0,1.0
5275,1.0,1.0,0.99,1.0,0.99,1.0,1.0
5275,1.0,1.0,0.99,1.0,0.99,1.0,1.0
5275,1.0,1.0,0.99,1.0,0.99,1.0,1.0
5275,1.0,1.0,0.99,1.0,0.99,1.0,1.0
5275,1.0,1.0,0.99,1.0,0.99,1.0,1.0
5275,1.0,1.0,0.99,1.0,0.99,1.0,1.0
5275,1.0,1.0,0.99,1.0,0.99,1.0,1.0
5275,1.0,1.0,0.99,1.0,0.99,1.0,1.0
5275,1.0,1.0,0.99,1.0,0.99,1.0,1.0
5275,1.0,1.0,0.99,1.0,0.99,1.0,1.0
5275,1.0,1.0,0.99,1.0,0.99,1.0,1.0
5275,1.0,1.0,0.99,1.0,0.99,1.0,1.0
5275,1.0,1.0,0.99,1.0,0.99,1.0,1.0
5275,1.0,1.0,0.99,1.0,0.99,1.0,1.0
5275,1.0,1.0,0.99,1.0,0.99,1.0,1.0
5275,1.0,1.0,0.99,1.0,0.99,1.0,1.0
5275,1.0,1.0,0.99,1.0,0.99,1.0,1.0
5275,1.0,1.0,0.99,1.0,0.99,1.0,1.0
5275,1.0,1.0,0.99,1.0,0.99,1.0,1.0
5275,1.0,1.0,0.99,1.0,0.99,1.0,1.0
5275,1.0,1.0,0.99,1.0,0.99,1.0,1.0
5275,1.0,1.0,0.99,1.0,0.99,1.0,1.0
5275,1.0,1.0,0.99,1.0,0.99,1.0,1.0
5275,1.0,1.0,0.99,1.0,0.99,1.0,1.0
5275,1.0,1.0,0.99,1.0,0.99,1.0,1.0
5275,1.0,1.0,0.99,1.0,0.99,1.0,1.0
5275,1.0,1.0,0.99,1.0,0.99,1.0,1.0
5275,1.0,1.0,0.99,1.0,0.99,1.0,1.0
5275,1.0,1.0,0.99,1.0,0.99,1.0,1.0
5275,1.0,1.0,0.99,1.0,0.99,1.0,1.0
5275,1.0,1.0,0.99,1.0,0.99,1.0,1.0
5275,1.0,1.0,0.99,1.0,0.99,1.0,1.0
5275,1.0,1.0,0.99,1.0,0.99,1.0,1.0
5275,1.0,1.0,0.99,1.0,0.99,1.0,1.0
5275,1.0,1.0,0.99,1.0,0.99,1.0,1.0
5275,1.0,1.0,0.99,1.0,0.99,1.0,1.0
5275,1.0,1.0,0.99,1.0,0.99,1.0,1.0
5275,1.0,1.0,0.99,1.0,0.99,1.0,1.0
5275,1.0,1.0,0.99,1.0,0.99,1.0,1.0
5275,1.0,1.0,0.99,1.0,0.99,1.0,1.0
5276,1.0,1.0,1.0,1.0,1.0,1.0,1.01
5276,1.0,1.0,1.0,1.0,1.0,1.0,1.01
5276,1.0,1.0,1.0,1.0,1.0,1.0,1.01
5276,1.0,1.0,1.0,1.0,1.0,1.0,1.01
5276,1.0,1.0,1.0,1.0,1.0,1.0,1.01
5276,1.0,1.0,1.0,1.0,1.0,1.0,1.01
5276,1.0,1.0,1.0,1.0,1.0,1.0,1.01
5276,1.0,1.0,1.0,1.0,1.0,1.0,1.01
5276,1.0,1.0,1.0,1.0,1.0,1.0,1.01
5276,1.0,1.0,1.0,1.0,1.0,1.0,1.01
5276,1.0,1.0,1.0,1.0,1.0,1.0,1.01
5276,1.0,1.0,1.0,1.0,1.0,1.0,1.01
5276,1.0,1.0,1.0,1.0,1.0,1.0,1.01
5276,1.0,1.0,1.0,1.0,1.0,1.0,1.01
5276,1.0,1.0,1.0,1.0,1.0,1.0,1.01
5276,1.0,1.0,1.0,1.0,1.0,1.0,1.01
5276,1.0,1.0,1.0,1.0,1.0,1.0,1.01
5276,1.0,1.0,1.0,1.0,1.0,1.0,1.01
5276,1.0,1.0,1.0,1.0,1.0,1.0,1.01
5276,1.0,1.0,1.0,1.0,1.0,1.0,1.01
5276,1.0,1.0,1.0,1.0,1.0,1.0,1.01
5276,1.0,1.0,1.0,1.0,1.0,1.0,1.01
5276,1.0,1.0,1.0,1.0,1.0,1.0,1.01
5276,1.0,1.0,1.0,1.0,1.0,1.0,1.01
5276,1.0,1.0,1.0,1.0,1.0,1.0,1.01
5276,1.0,1.0,1.0,1.0,1.0,1.0,1.01
5276,1.0,1.0,1.0,1.0,1.0,1.0,1.01
5276,1.0,1.0,1.0,1.0,1.0,1.0,1.01
5276,1.0,1.0,1.0,1.0,1.0,1.0,1.01
5276,1.0,1.0,1.0,1.0,1.0,1.0,1.01
5276,1.0,1.0,1.0,1.0,1.0,1.0,1.01
5276,1.0,1.0,1.0,1.0,1.0,1.0,1.01
5276,1.0,1.0,1.0,1.0,1.0,1.0,1.01
5276,1.0,1.0,1.0,1.0,1.0,1.0,1.01
5276,1.0,1.0,1.0,1.0,1.0,1.0,1.01
5276,1.0,1.0,1.0,1.0,1.0,1.0,1.01
5276,1.0,1.0,1.0,1.0,1.0,1.0,1.01
5276,1.0,1.0,1.0,1.0,1.0,1.0,1.01
5276,1.0,1.0,1.0,1.0,1.0,1.0,1.01
5276,1.0,1.0,1.0,1.0,1.0,1.0,1.01
5276,1.0,1.0,1.0,1.0,1.0,1.0,1.01
5276,1.0,1.0,1.0,1.0,1.0,1.0,1.01
5276,1.0,1.0,1.0,1.0,1.0,1.0,1.01
5276,1.0,1.0,1.0,1.0,1.0,1.0,1.01
5276,1.0,1.0,1.0,1.0,1.0,1.0,1.01
5276,1.0,1.0,1.0,1.0,1.0,1.0,1.01
5276,1.0,1.0,1.0,1.0,1.0,1.0,1.01
5276,1.0,1.0,1.0,1.0,1.0,1.0,1.01
5276,1.0,1.0,1.0,1.0,1.0,1.0,1.01
5277,1.0,0.99,1.0,1.0,1.0,0.99,1.0
5277,1.0,0.99,1.0,1.0,1.0,0.99,1.0
5277,1.0,0.99,1.0,1.0,1.0,0.99,1.0
5277,1.0,0.99,1.0,1.0,1.0,0.99,1.0
5277,1.0,0.99,1.0,1.0,1.0,0.99,1.0
5277,1.0,0.99,1.0,1.0,1.0,0.99,1.0
5277,1.0,0.99,1.0,1.0,1.0,0.99,1.0
5277,1.0,0.99,1.0,1.0,1.0,0.99,1.0
5277,1.0,0.99,1.0,1.0,1.0,0.99,1.0
5277,1.0,0.99,1.0,1.0,1.0,0.99,1.0
5277,1.0,0.99,1.0,1.0,1.0,0.99,1.0
5277,1.0,0.99,1.0,1.0,1.0,0.99,1.0
5277,1.0,0.99,1.0,1.0,1.0,0.99,1.0
5277,1.0,0.99,1.0,1.0,1.0,0.99,1.0
5277,1.0,0.99,1.0,1.0,1.0,0.99,1.0
5277,1.0,0.99,1.0,1.0,1.0,0.99,1.0
5277,1.0,0.99,1.0,1.0,1.0,0.99,1.0
5277,1.0,0.99,1.0,1.0,1.0,0.99,1.0
5277,1.0,0.99,1.0,1.0,1.0,0.99,1.0
5277,1.0,0.99,1.0,1.0,1.0,0.99,1.0
5277,1.0,0.99,1.0,1.0,1.0,0.99,1.0
5277,1.0,0.99,1.0,1.0,1.0,0.99,1.0
5277,1.0,0.99,1.0,1.0,1.0,0.99,1.0
5277,1.0,0.99,1.0,1.0,1.0,0.99,1.0
5277,1.0,0.99,1.0,1.0,1.0,0.99,1.0
5277,1.0,0.99,1.0,1.0,1.0,0.99,1.0
5277,1.0,0.99,1.0,1.0,1.0,0.99,1.0
5277,1.0,0.99,1.0,1.0,1.0,0.99,1.0
5277,1.0,0.99,1.0,1.0,1.0,0.99,1.0
5277,1.0,0.99,1.0,1.0,1.0,0.99,1.0
5277,1.0,0.99,1.0,1.0,1.0,0.99,1.0
5277,1.0,0.99,1.0,1.0,1.0,0.99,1.0
5277,1.0,0.99,1.0,1.0,1.0,0.99,1.0
5277,1.0,0.99,1.0,1.0,1.0,0.99,1.0
5277,1.0,0.99,1.0,1.0,1.0,0.99,1.0
5277,1.0,0.99,1.0,1.0,1.0,0.99,1.0
5277,1.0,0.99,1.0,1.0,1.0,0.99,1.0
5277,1.0,0.99,1.0,1.0,1.0,0.99,1.0
5277,1.0,0.99,1.0,1.0,1.0,0.99,1.0
5277,1.0,0.99,1.0,1.0,1.0,0.99,1.0
5277,1.0,0.99,1.0,1.0,1.0,0.99,1.0
5277,1.0,0.99,1.0,1.0,1.0,0.99,1.0
5277,1.0,0.99,1.0,1.0,1.0,0.99,1.0
5277,1.0,0.99,1.0,1.0,1.0,0.99,1.0
5277,1.0,0.99,1.0,1.0,1.0,0.99,1.0
5277,1.0,0.99,1.0,1.0,1.0,0.99,1.0
5277,1.0,0.99,1.0,1.0,1.0,0.99,1.0
5277,1.0,0.99,1.0,1.0,1.0,0.99,1.0
5277,1.0,0.99,1.0,1.0,1.0,0.99,1.0
5278,1.0,1.0,0.99,1.01,1.0,2.97,1.5
5278,1.0,1.0,0.99,1.01,1.0,2.97,1.5
5278,1.0,1.0,0.99,1.01,1.0,2.97,1.5
5278,1.0,1.0,0.99,1.01,1.0,2.97,1.5
5278,1.0,1.0,0.99,1.01,1.0,2.97,1.5
5278,1.0,1.0,0.99,1.01,1.0,2.97,1.5
5278,1.0,1.0,0.99,1.01,1.0,2.97,1.5
5278,1.0,1.0,0.99,1.01,1.0,2.97,1.5
5278,1.0,1.0,0.99,1.01,1.0,2.97,1.5
5278,1.0,1.0,0.99,1.01,1.0,2.97,1.5
5278,1.0,1.0,0.99,1.01,1.0,2.97,1.5
5278,1.0,1.0,0.99,1.01,1.0,2.97,1.5
5278,1.0,1.0,0.99,1.01,1.0,2.97,1.5
5278,1.0,1.0,0.99,1.01,1.0,2.97,1.5
5278,1.0,1.0,0.99,1.01,1.0,2.97,1.5
5278,1.0,1.0,0.99,1.01,1.0,2.97,1.5
5278,1.0,1.0,0.99,1.01,1.0,2.97,1.5
5278,1.0,1.0,0.99,1.01,1.0,2.97,1.5
5278,1.0,1.0,0.99,1.01,1.0,2.97,1.5
5278,1.0,1.0,0.99,1.01,1.0,2.97,1.5
5278,1.0,1.0,0.99,1.01,1.0,2.97,1.5
5278,1.0,1.0,0.99,1.01,1.0,2.97,1.5
5278,1.0,1.0,0.99,1.01,1.0,2.97,1.5
5278,1.0,1.0,0.99,1.01,1.0,2.97,1.5
5278,1.0,1.0,0.99,1.01,1.0,2.97,1.5
5278,1.0,1.0,0.99,1.01,1.0,2.97,1.5
5278,1.0,1.0,0.99,1.01,1.0,2.97,1.5
5278,1.0,1.0,0.99,1.01,1.0,2.97,1.5
5278,1.0,1.0,0.99,1.01,1.0,2.97,1.5
5278,1.0,1.0,0.99,1.01,1.0,2.97,1.5
5278,1.0,1.0,0.99,1.01,1.0,2.97,1.5
5278,1.0,1.0,0.99,1.01,1.0,2.97,1.5
5278,1.0,1.0,0.99,1.01,1.0,2.97,1.5
5278,1.0,1.0,0.99,1.01,1.0,2.97,1.5
5278,1.0,1.0,0.99,1.01,1.0,2.97,1.5
5278,1.0,1.0,0.99,1.01,1.0,2.97,1.5
5278,1.0,1.0,0.99,1.01,1.0,2.97,1.5
5278,1.0,1.0,0.99,1.01,1.0,2.97,1.5
5278,1.0,1.0,0.99,1.01,1.0,2.97,1.5
5278,1.0,1.0,0.99,1.01,1.0,2.97,1.5
5278,1.0,1.0,0.99,1.01,1.0,2.97,1.5
5278,1.0,1.0,0.99,1.01,1.0,2.97,1.5
5278,1.0,1.0,0.99,1.01,1.0,2.97,1.5
5278,1.0,1.0,0.99,1.01,1.0,2.97,1.5
5278,1.0,1.0,0.99,1.01,1.0,2.97,1.5
5278,1.0,1.0,0.99,1.01,1.0,2.97,1.5
5278,1.0,1.0,0.99,1.01,1.0,2.97,1.5
5278,1.0,1.0,0.99,1.01,1.0,2.97,1.5
5278,1.0,1.0,0.99,1.01,1.0,2.97,1.5
5279,1.0,1.0,1.01,0.99,0.34,0.66,1.0
5279,1.0,1.0,1.01,0.99,0.34,0.66,1.0
5279,1.0,1.0,1.01,0.99,0.34,0.66,1.0
5279,1.0,1.0,1.01,0.99,0.34,0.66,1.0
5279,1.0,1.0,1.01,0.99,0.34,0.66,1.0
5279,1.0,1.0,1.01,0.99,0.34,0.66,1.0
5279,1.0,1.0,1.01,0.99,0.34,0.66,1.0
5279,1.0,1.0,1.01,0.99,0.34,0.66,1.0
5279,1.0,1.0,1.01,0.99,0.34,0.66,1.0
5279,1.0,1.0,1.01,0.99,0.34,0.66,1.0
5279,1.0,1.0,1.01,0.99,0.34,0.66,1.0
5279,1.0,1.0,1.01,0.99,0.34,0.66,1.0
5279,1.0,1.0,1.01,0.99,0.34,0.66,1.0
5279,1.0,1.0,1.01,0.99,0.34,0.66,1.0
5279,1.0,1.0,1.01,0.99,0.34,0.66,1.0
5279,1.0,1.0,1.01,0.99,0.34,0.66,1.0
5279,1.0,1.0,1.01,0.99,0.34,0.66,1.0
5279,1.0,1.0,1.01,0.99,0.34,0.66,1.0
5279,1.0,1.0,1.01,0.99,0.34,0.66,1.0
5279,1.0,1.0,1.01,0.99,0.34,0.66,1.0
5279,1.0,1.0,1.01,0.99,0.34,0.66,1.0
5279,1.0,1.0,1.01,0.99,0.34,0.66,1.0
5279,1.0,1.0,1.01,0.99,0.34,0.66,1.0
5279,1.0,1.0,1.01,0.99,0.34,0.66,1.0
5279,1.0,1.0,1.01,0.99,0.34,0.66,1.0
5279,1.0,1.0,1.01,0.99,0.34,0.66,1.0
5279,1.0,1.0,1.01,0.99,0.34,0.66,1.0
5279,1.0,1.0,1.01,0.99,0.34,0.66,1.0
5279,1.0,1.0,1.01,0.99,0.34,0.66,1.0
5279,1.0,1.0,1.01,0.99,0.34,0.66,1.0
5279,1.0,1.0,1.01,0.99,0.34,0.66,1.0
5279,1.0,1.0,1.01,0.99,0.34,0.66,1.0
5279,1.0,1.0,1.01,0.99,0.34,0.66,1.0
5279,1.0,1.0,1.01,0.99,0.34,0.66,1.0
5279,1.0,1.0,1.01,0.99,0.34,0.66,1.0
5279,1.0,1.0,1.01,0.99,0.34,0.66,1.0
5279,1.0,1.0,1.01,0.99,0.34,0.66,1.0
5279,1.0,1.0,1.01,0.99,0.34,0.66,1.0
5279,1.0,1.0,1.01,0.99,0.34,0.66,1.0
5279,1.0,1.0,1.01,0.99,0.34,0.66,1.0
5279,1.0,1.0,1.01,0.99,0.34,0.66,1.0
5279,1.0,1.0,1.01,0.99,0.34,0.66,1.0
5279,1.0,1.0,1.01,0.99,0.34,0.66,1.0
5279,1.0,1.0,1.01,0.99,0.34,0.66,1.0
5279,1.0,1.0,1.01,0.99,0.34,0.66,1.0
5279,1.0,1.0,1.01,0.99,0.34,0.66,1.0
5279,1.0,1.0,1.01,0.99,0.34,0.66,1.0
5279,1.0,1.0,1.01,0.99,0.34,0.66,1.0
5279,1.0,1.0,1.01,0.99,0.34,0.66,1.0
