channel,id,profit,returns,sales
catalog channel,catalog_pageAAAAAAAAAPPCAAAA,-366823.02,114107.33,2341580.72
catalog channel,catalog_pageAAAAAAAABAADAAAA,-265021.19,147488.89,2572223.91
catalog channel,catalog_pageAAAAAAAABAJCAAAA,-997570.86,428515.28,7551157.41
catalog channel,catalog_pageAAAAAAAABAKCAAAA,-342024.15,190767.41,4268923.16
catalog channel,catalog_pageAAAAAAAABAPCAAAA,-173753.25,55135.48,1050019.86
catalog channel,catalog_pageAAAAAAAABBADAAAA,-441677.65,160704.68,2712549.93
catalog channel,catalog_pageAAAAAAAABBICAAAA,-1022221.89,396385.24,7686098.23
catalog channel,catalog_pageAAAAAAAABBJCAAAA,-982895.81,360815.0,7467273.35
catalog channel,catalog_pageAAAAAAAABBKCAAAA,-393191.36,201935.23,4368241.28
catalog channel,catalog_pageAAAAAAAABBPCAAAA,-164972.62,52596.53,1313024.19
catalog channel,catalog_pageAAAAAAAABCADAAAA,-378766.65,140037.48,2513123.11
catalog channel,catalog_pageAAAAAAAABCICAAAA,-1130693.19,369750.78,7560067.67
catalog channel,catalog_pageAAAAAAAABCJCAAAA,-577549.42,232734.52,3603050.91
catalog channel,catalog_pageAAAAAAAABCKCAAAA,-511812.05,201751.14,3756241.87
catalog channel,catalog_pageAAAAAAAABCPCAAAA,-229028.34,28118.86,1069439.03
catalog channel,catalog_pageAAAAAAAABDADAAAA,-315352.89,117943.28,2463819.54
catalog channel,catalog_pageAAAAAAAABDICAAAA,-950320.5,385335.25,7488120.14
catalog channel,catalog_pageAAAAAAAABDJCAAAA,-403582.91,229953.0,4028590.24
catalog channel,catalog_pageAAAAAAAABDKCAAAA,-539083.6,189858.82,3743083.52
catalog channel,catalog_pageAAAAAAAABDPCAAAA,-83516.65,81689.67,1193855.01
catalog channel,catalog_pageAAAAAAAABEADAAAA,-381745.36,132565.05,2537361.38
catalog channel,catalog_pageAAAAAAAABEICAAAA,-929980.67,344087.75,7304494.64
catalog channel,catalog_pageAAAAAAAABEJCAAAA,-442891.49,204475.14,3619998.39
catalog channel,catalog_pageAAAAAAAABEPCAAAA,-124769.4,75117.17,1244963.72
catalog channel,catalog_pageAAAAAAAABFADAAAA,-392161.57,142943.66,2521761.57
catalog channel,catalog_pageAAAAAAAABFICAAAA,-991950.15,355066.8,7601757.21
catalog channel,catalog_pageAAAAAAAABFJCAAAA,-415086.8,166490.33,3961029.55
catalog channel,catalog_pageAAAAAAAABFPCAAAA,-192188.44,46965.16,1234129.12
catalog channel,catalog_pageAAAAAAAABGADAAAA,-270510.77,120465.29,2650384.81
catalog channel,catalog_pageAAAAAAAABGICAAAA,-972853.34,412184.38,7765580.82
catalog channel,catalog_pageAAAAAAAABGJCAAAA,-455377.3,178654.98,3802394.48
