agg1,agg2,agg3,agg4,g_state,i_item_id,s_state
56.07142857142857,78.26142857142857,0.0,39.75714285714286,1,AAAAAAAAAAABEAAA,
46.2,58.832,179.788,23.694,0,AAAAAAAAAAACAAAA,AL
70.0,63.78,0.0,12.105,0,AAAAAAAAAAACAAAA,GA
29.285714285714285,56.89,0.0,34.01,0,AAAAAAAAAAACAAAA,MN
42.0,31.26,21.47,24.425,0,AAAAAAAAAAACAAAA,TN
41.25,55.154375,58.8675,26.85,1,AAAAAAAAAAACAAAA,
37.0,126.78,17.685,33.585,0,AAAAAAAAAAACCAAA,AL
71.66666666666667,81.69,1369.73,68.26,0,AAAAAAAAAAACCAAA,GA
44.5,57.82833333333333,0.0,39.96,0,AAAAAAAAAAACCAAA,MN
24.0,56.67,0.0,48.73,0,AAAAAAAAAAACCAAA,PA
30.0,17.87,41.18333333333333,13.443333333333333,0,AAAAAAAAAAACCAAA,TN
43.76470588235294,71.1435294117647,253.1458823529412,39.290588235294116,1,AAAAAAAAAAACCAAA,
73.75,35.0225,371.87,26.32,0,AAAAAAAAAAACDAAA,AL
70.4,84.504,137.89,28.426,0,AAAAAAAAAAACDAAA,GA
50.5,83.15,587.04,40.805,0,AAAAAAAAAAACDAAA,MN
7.0,136.325,0.0,84.27,0,AAAAAAAAAAACDAAA,PA
77.0,43.14,0.0,39.68,0,AAAAAAAAAAACDAAA,TN
57.833333333333336,76.51666666666667,316.62055555555554,38.91444444444444,1,AAAAAAAAAAACDAAA,
46.666666666666664,77.64333333333333,10.315,18.886666666666667,0,AAAAAAAAAAADBAAA,AL
67.0,108.37333333333333,0.0,74.94,0,AAAAAAAAAAADBAAA,GA
33.833333333333336,93.23166666666667,53.08833333333333,19.718333333333334,0,AAAAAAAAAAADBAAA,MN
64.33333333333333,57.085,734.9083333333333,39.513333333333335,0,AAAAAAAAAAADBAAA,PA
38.8,57.68,0.0,29.99,0,AAAAAAAAAAADBAAA,TN
48.61538461538461,76.20307692307692,184.22576923076923,32.441538461538464,1,AAAAAAAAAAADBAAA,
43.0,54.575,26.515,48.18,0,AAAAAAAAAAADCAAA,AL
33.8,65.17,46.868,40.594,0,AAAAAAAAAAADCAAA,MN
27.0,58.04,0.0,23.21,0,AAAAAAAAAAADCAAA,PA
76.5,84.605,0.0,61.51,0,AAAAAAAAAAADCAAA,TN
43.5,66.225,28.737,44.556,1,AAAAAAAAAAADCAAA,
49.833333333333336,87.735,93.48666666666666,40.57333333333333,0,AAAAAAAAAAADEAAA,AL
29.0,36.94,0.0,12.55,0,AAAAAAAAAAADEAAA,GA
69.5,93.45833333333333,716.72,50.19833333333333,0,AAAAAAAAAAADEAAA,MN
63.0,55.79,0.0,24.45,0,AAAAAAAAAAADEAAA,PA
54.666666666666664,93.53,12.946666666666667,47.07,0,AAAAAAAAAAADEAAA,TN
57.5,84.23722222222223,272.2266666666667,41.51611111111111,1,AAAAAAAAAAADEAAA,
46.0,67.24333333333334,246.02,44.71666666666667,0,AAAAAAAAAAAEAAAA,AL
78.0,5.31,0.0,3.34,0,AAAAAAAAAAAEAAAA,GA
58.142857142857146,65.51142857142857,438.6514285714286,25.72714285714286,0,AAAAAAAAAAAEAAAA,MN
6.0,150.61,0.0,66.26,0,AAAAAAAAAAAEAAAA,PA
52.416666666666664,68.01916666666666,317.385,31.986666666666668,1,AAAAAAAAAAAEAAAA,
49.75,48.74,14.1325,22.2925,0,AAAAAAAAAAAEBAAA,AL
53.333333333333336,49.18,0.0,30.655,0,AAAAAAAAAAAEBAAA,GA
26.0,60.7925,0.0,8.3825,0,AAAAAAAAAAAEBAAA,MN
46.0,102.78,0.0,18.5,0,AAAAAAAAAAAEBAAA,PA
3.0,73.13,0.0,19.74,0,AAAAAAAAAAAEBAAA,TN
42.0,56.82,3.533125,21.554375,1,AAAAAAAAAAAEBAAA,
60.5,40.795,0.0,16.17,0,AAAAAAAAAAAEDAAA,AL
70.0,156.12,0.0,62.44,0,AAAAAAAAAAAEDAAA,GA
36.0,102.44,0.0,79.0925,0,AAAAAAAAAAAEDAAA,MN
77.5,104.965,0.0,72.515,0,AAAAAAAAAAAEDAAA,PA
42.0,89.785,0.0,32.285,0,AAAAAAAAAAAEDAAA,TN
52.18181818181818,94.27,0.0,56.43181818181818,1,AAAAAAAAAAAEDAAA,
66.0,58.7125,0.0,14.645,0,AAAAAAAAAAAEEAAA,AL
41.0,134.39,116.895,90.04,0,AAAAAAAAAAAEEAAA,GA
34.0,93.4175,0.0,44.2175,0,AAAAAAAAAAAEEAAA,MN
39.5,83.2,0.0,44.6,0,AAAAAAAAAAAEEAAA,PA
41.0,105.615,0.0,9.865,0,AAAAAAAAAAAEEAAA,TN
45.92857142857143,86.19538461538461,16.699285714285715,33.41692307692308,1,AAAAAAAAAAAEEAAA,
30.0,142.61,0.0,48.505,0,AAAAAAAAAAAFAAAA,AL
52.25,61.775,267.2175,37.51,0,AAAAAAAAAAAFAAAA,GA
47.5,77.905,118.01,46.36,0,AAAAAAAAAAAFAAAA,MN
38.0,116.5525,0.0,20.8875,0,AAAAAAAAAAAFAAAA,PA
44.0,106.67,2310.33,57.81,0,AAAAAAAAAAAFAAAA,TN
44.10526315789474,93.99842105263158,458.31157894736845,41.16789473684211,1,AAAAAAAAAAAFAAAA,
