b_city,b_street_name,b_street_number,b_zip,c_city,c_street_name,c_street_number,c_zip,cnt,cnt2,cs1_year,cs2_year,product_name,s11,s12,s21,s22,s31,s32,store_name,store_zip
Lakeview,Highland Woodland,495,48579,Salem,Franklin 4th,118,28048,1,1,2000,2001,antiablen steingable,9.44,94.45,17.18,109.56,0.0,0.0,eing,49843
Wilson,Highland ,950,66971,Franklin,Center Pine,796,79101,1,1,2000,2001,antiablen steingable,12.87,37.44,16.21,64.77,34.79,0.0,eing,35281
Wilson,Highland ,950,66971,Franklin,Center Pine,796,79101,1,1,2000,2001,antiablen steingable,12.87,72.23,16.21,77.28,34.79,0.0,eing,35281
Belmont,4th ,232,60191,,,,34980,1,1,2000,2001,antiablen steingable,22.13,74.51,22.57,122.94,0.0,791.89,eing,63003
Woodland,Eigth 15th,732,34854,Unionville,Williams Maple,163,21711,1,1,2000,2001,antiablen steingable,23.09,37.44,26.32,64.77,0.0,0.0,eing,35281
Woodland,Eigth 15th,732,34854,Unionville,Williams Maple,163,21711,1,1,2000,2001,antiablen steingable,23.09,72.23,26.32,77.28,0.0,0.0,eing,35281
Glenwood,Sycamore 3rd,766,13511,Georgetown,8th ,181,47057,1,1,2000,2001,antiablen steingable,24.87,45.11,27.1,47.81,36.8,0.0,eing,48370
Glenwood,Sycamore 3rd,766,13511,Georgetown,8th ,181,47057,1,1,2000,2001,antiablen steingable,24.87,78.67,27.1,129.01,36.8,557.89,eing,48370
Spring Valley,North ,287,56060,Lincoln,7th Railroad,49,61289,1,1,2000,2001,antiablen steingable,26.13,37.44,35.79,64.77,0.0,0.0,eing,35281
Spring Valley,North ,287,56060,Lincoln,7th Railroad,49,61289,1,1,2000,2001,antiablen steingable,26.13,72.23,35.79,77.28,0.0,0.0,eing,35281
,,,92562,Bridgeport,Meadow ,190,35817,1,1,2000,2001,antiablen steingable,38.77,7.79,46.91,14.02,0.0,0.0,eing,53604
Pine Grove,Third 9th,185,74593,Oak Hill,8th Johnson,884,87838,1,1,2000,2001,antiablen steingable,40.15,7.97,44.96,14.66,0.0,0.0,eing,39532
Pine Grove,Third 9th,185,74593,Oak Hill,8th Johnson,884,87838,1,1,2000,2001,antiablen steingable,40.15,47.61,44.96,60.46,0.0,0.0,eing,39532
Liberty,Seventh West,384,53451,Ashley,Lincoln ,704,44324,1,1,2000,2001,antiablen steingable,50.49,27.31,52.5,29.49,0.0,0.0,eing,11933
Kingston,Spruce Jackson,476,24975,Saratoga,Walnut Forest,764,82123,1,1,2000,2001,antiablen steingable,50.74,35.22,54.29,61.28,0.0,0.0,eing,47057
,Maple Smith,,,Hopewell,Valley Meadow,843,50587,1,1,2000,2001,antiablen steingable,51.1,74.51,59.78,122.94,0.0,791.89,eing,63003
Farmington,Hillcrest 1st,484,49145,Clinton,Railroad Spruce,899,48222,1,1,2000,2001,antiablen steingable,52.45,74.51,98.6,122.94,0.0,791.89,eing,63003
Belmont,12th Eigth,196,50191,Sunnyside,Second Valley,165,71952,1,1,2000,2001,antiablen steingable,75.26,44.2,88.05,84.42,1303.91,0.0,eing,69003
Belmont,12th Eigth,196,50191,Sunnyside,Second Valley,165,71952,1,1,2000,2001,antiablen steingable,75.26,88.99,88.05,124.58,1303.91,0.0,eing,69003
Union Hill,Forest ,653,37746,Sunnyside,Park ,526,31952,1,1,2000,2001,antiablen steingable,99.06,45.11,167.41,47.81,0.0,0.0,eing,48370
Union Hill,Forest ,653,37746,Sunnyside,Park ,526,31952,1,1,2000,2001,antiablen steingable,99.06,78.67,167.41,129.01,0.0,557.89,eing,48370
Midway,Willow Miller,496,41904,Concord,15th ,956,54107,1,1,2000,2001,antiablen steingable,8.97,72.82,9.77,125.25,0.0,0.0,ese,12812
Pleasant Grove,11th ,727,64136,Red Hill,3rd ,258,24338,1,1,2000,2001,antiablen steingable,9.26,37.68,17.68,74.22,0.0,0.0,ese,28605
Pleasant Grove,11th ,727,64136,Red Hill,3rd ,258,24338,1,1,2000,2001,antiablen steingable,9.26,44.4,17.68,84.36,0.0,0.0,ese,28605
Plainview,View View,319,63683,Midway,Forest ,562,51904,1,1,2000,2001,antiablen steingable,14.5,35.86,16.67,65.26,0.0,0.0,ese,69584
Oak Grove,Elm Cherry,833,18370,Georgetown,7th 3rd,509,87057,1,1,2000,2001,antiablen steingable,23.12,64.16,37.91,113.56,0.0,263.22,ese,11952
Red Oak,West ,718,15018,Highland Park,Pine ,91,76534,1,1,2000,2001,antiablen steingable,33.13,23.52,47.7,30.81,0.0,0.0,ese,99454
Red Oak,West ,718,15018,Highland Park,Pine ,91,76534,1,1,2000,2001,antiablen steingable,33.13,36.58,47.7,65.84,0.0,0.0,ese,99454
Antioch,Cherry Pine,730,58605,Woodlawn,Sunset Second,539,94098,1,1,2000,2001,antiablen steingable,47.8,72.82,74.09,125.25,5.03,0.0,ese,12812
Highland Park,Third Sunset,351,36534,Riverdale,Cherry ,124,09991,1,1,2000,2001,antiablen steingable,48.82,72.82,65.41,125.25,1168.24,0.0,ese,12812
Lincoln,Highland ,962,41289,Valley View,Meadow ,432,15124,1,1,2000,2001,antiablen steingable,51.47,46.27,94.7,58.3,3429.98,0.0,ese,48482
Oak Hill,Main 9th,813,77838,Five Forks,Ridge ,423,32293,1,1,2000,2001,antiablen steingable,51.76,62.96,52.27,110.8,0.0,0.0,ese,10059
Sulphur Springs,Lincoln Park,963,58354,Lincoln,5th ,915,21289,1,1,2000,2001,antiablen steingable,56.51,20.08,89.85,33.73,0.0,0.0,ese,49003
Mountain View,North ,458,84466,Belmont,Valley ,456,50191,1,1,2000,2001,antiablen steingable,67.13,6.49,102.03,8.56,0.0,23.84,ese,47057
Mountain View,North ,458,84466,Belmont,Valley ,456,50191,1,1,2000,2001,antiablen steingable,67.13,85.88,102.03,87.59,0.0,114.79,ese,47057
Union,4th ,771,58721,Florence,Sunset First,320,73394,1,1,2000,2001,antiablen steingable,71.24,12.59,104.72,23.54,0.0,69.75,ese,85804
Union,4th ,771,58721,Florence,Sunset First,320,73394,1,1,2000,2001,antiablen steingable,71.24,33.86,104.72,54.85,0.0,0.0,ese,85804
Union,4th ,771,58721,Florence,Sunset First,320,73394,1,1,2000,2001,antiablen steingable,71.24,96.97,104.72,164.84,0.0,0.0,ese,85804
Riverdale,Ash Spring,171,09991,Unionville,View ,982,51711,1,1,2000,2001,antiablen steingable,81.34,53.16,92.72,70.17,0.0,28.95,ese,51387
,,32,,Union,Mill ,699,58721,1,1,2000,2001,antiablen steingable,96.46,26.09,149.51,43.04,0.0,370.65,ese,15281
Stringtown,Cedar 7th,441,20162,Sumner,Highland ,118,30519,1,1,2000,2001,antiablen steingable,8.51,1.14,8.85,2.2,20.44,0.0,n st,38054
Stringtown,Cedar 7th,441,20162,Sumner,Highland ,118,30519,1,1,2000,2001,antiablen steingable,8.51,42.79,8.85,80.87,20.44,0.0,n st,38054
Stringtown,Cedar 7th,441,20162,Sumner,Highland ,118,30519,1,1,2000,2001,antiablen steingable,8.51,51.85,8.85,55.99,20.44,0.0,n st,38054
White Oak,South Maple,233,76668,Carthage,Ash ,628,71529,1,1,2000,2001,antiablen steingable,53.92,6.57,65.24,9.46,0.0,0.0,n st,59584
White Oak,South Maple,233,76668,Carthage,Ash ,628,71529,1,1,2000,2001,antiablen steingable,53.92,97.35,65.24,134.34,0.0,472.71,n st,59584
Shady Grove,7th Washington,422,52812,Sulphur Springs,4th ,978,18354,1,1,2000,2001,antiablen steingable,57.44,49.6,97.64,52.08,0.0,0.0,n st,58054
Shady Grove,7th Washington,422,52812,Sulphur Springs,4th ,978,18354,1,1,2000,2001,antiablen steingable,57.44,59.08,97.64,62.03,0.0,0.0,n st,58054
Shady Grove,7th Washington,422,52812,Sulphur Springs,4th ,978,18354,1,1,2000,2001,antiablen steingable,57.44,60.96,97.64,91.44,0.0,0.0,n st,58054
Shady Grove,7th Washington,422,52812,Sulphur Springs,4th ,978,18354,1,1,2000,2001,antiablen steingable,57.44,81.56,97.64,150.07,0.0,813.48,n st,58054
Shady Grove,7th Washington,422,52812,Sulphur Springs,4th ,978,18354,1,1,2000,2001,antiablen steingable,57.44,82.09,97.64,149.4,0.0,0.0,n st,58054
Liberty,Green ,385,43451,Deerfield,Mill ,889,29840,1,1,2000,2001,antiablen steingable,89.2,49.6,101.68,52.08,0.0,0.0,n st,58054
Liberty,Green ,385,43451,Deerfield,Mill ,889,29840,1,1,2000,2001,antiablen steingable,89.2,59.08,101.68,62.03,0.0,0.0,n st,58054
Liberty,Green ,385,43451,Deerfield,Mill ,889,29840,1,1,2000,2001,antiablen steingable,89.2,60.96,101.68,91.44,0.0,0.0,n st,58054
Liberty,Green ,385,43451,Deerfield,Mill ,889,29840,1,1,2000,2001,antiablen steingable,89.2,81.56,101.68,150.07,0.0,813.48,n st,58054
Liberty,Green ,385,43451,Deerfield,Mill ,889,29840,1,1,2000,2001,antiablen steingable,89.2,82.09,101.68,149.4,0.0,0.0,n st,58054
Wilson,Fourth Sunset,305,46971,Newport,Valley Hickory,166,21521,1,1,2000,2001,antiablen steingable,93.24,6.57,142.65,9.46,0.0,0.0,n st,59584
Wilson,Fourth Sunset,305,46971,Newport,Valley Hickory,166,21521,1,1,2000,2001,antiablen steingable,93.24,97.35,142.65,134.34,0.0,472.71,n st,59584
Brownsville,Church ,28,59310,Brownsville,Lake ,22,59310,1,1,2000,2001,antiablen steingable,21.32,49.13,29.42,83.02,0.0,0.0,ought,88048
Maple Grove,Locust ,586,68252,Leesville,Adams Second,87,45423,1,1,2000,2001,antiablen steingable,24.7,80.09,27.91,144.96,0.0,0.0,ought,73951
Maple Grove,Locust ,586,68252,Leesville,Adams Second,87,45423,1,1,2000,2001,antiablen steingable,24.7,94.61,27.91,125.83,0.0,0.0,ought,73951
Clifton,11th 13th,62,78014,Woodlawn,Pine ,34,44098,1,1,2000,2001,antiablen steingable,27.06,44.26,34.09,81.43,1327.55,0.0,ought,33604
Crossroads,Maple ,900,40534,Glenwood,Meadow ,68,43511,1,1,2000,2001,antiablen steingable,40.0,44.26,47.6,81.43,305.41,0.0,ought,33604
Red Hill,View View,39,74338,Union Hill,Lee ,342,97746,1,1,2000,2001,antiablen steingable,77.29,96.78,133.71,154.84,0.0,0.0,ought,47838
Newtown,Park Cedar,915,41749,Tanglewood,Oak ,894,38994,1,1,2000,2001,antiablen steingable,80.16,96.78,131.46,154.84,0.0,0.0,ought,47838
Walnut Grove,Park Williams,676,37752,Lakeside,Spruce 1st,884,49532,1,1,2000,2001,antiablen steingable,85.19,80.09,142.26,144.96,0.0,0.0,ought,73951
Walnut Grove,Park Williams,676,37752,Lakeside,Spruce 1st,884,49532,1,1,2000,2001,antiablen steingable,85.19,94.61,142.26,125.83,0.0,0.0,ought,73951
Oak Ridge,Hill 3rd,262,38371,Clifton,Seventh ,120,58014,1,1,2000,2001,antiablen steingable,86.87,30.4,120.74,39.21,0.0,0.0,ought,64098
Green Acres,1st ,534,47683,Salem,Sixth ,526,78048,1,1,2000,2001,antiablen steingable,97.64,80.09,105.45,144.96,0.0,0.0,ought,73951
Green Acres,1st ,534,47683,Salem,Sixth ,526,78048,1,1,2000,2001,antiablen steingable,97.64,94.61,105.45,125.83,0.0,0.0,ought,73951
Pleasant Valley,Ridge ,835,72477,Salem,Walnut ,379,28048,1,1,2000,2001,antiablen steingable,7.05,85.41,7.68,141.78,0.0,0.0,pri,56871
Friendship,Hillcrest Jefferson,581,44536,Greenwood,9th ,475,58828,1,1,2000,2001,antiablen steingable,26.83,19.58,46.41,24.67,0.0,72.28,pri,73604
Mount Pleasant,Sycamore ,795,71933,Concord,Wilson Central,182,54107,1,1,2000,2001,antiablen steingable,26.94,15.3,39.06,26.62,135.05,0.0,pri,11387
Sunnyside,1st ,335,71952,Flint,Walnut Church,859,58909,1,1,2000,2001,antiablen steingable,31.23,49.21,58.08,82.18,0.0,156.74,pri,96614
Stringtown,Chestnut ,293,40162,Wayland,View Jefferson,904,95115,1,1,2000,2001,antiablen steingable,63.64,15.3,78.91,26.62,48.29,0.0,pri,11387
Woodville,8th Forest,383,34289,Deerfield,Maple 12th,707,99840,1,1,2000,2001,antiablen steingable,74.23,24.36,108.37,29.47,0.0,0.0,pri,49275
Woodville,8th Forest,383,34289,Deerfield,Maple 12th,707,99840,1,1,2000,2001,antiablen steingable,74.23,24.5,108.37,35.52,0.0,791.17,pri,49275
Woodville,8th Forest,383,34289,Deerfield,Maple 12th,707,99840,1,1,2000,2001,antiablen steingable,74.23,32.2,108.37,36.38,0.0,0.0,pri,49275
Pomona,Jefferson ,287,64153,Buena Vista,North ,887,75752,1,1,2000,2001,antiablen steingable,93.91,61.62,159.64,110.29,3614.11,0.0,pri,38482
Wilson,Park Wilson,921,66971,Deerfield,Maple First,846,59840,1,1,2000,2001,antiablen steingable,97.98,41.63,102.87,79.92,0.0,0.0,pri,29275
Woodlawn,Church ,889,44098,Glendale,Ash ,49,53951,1,1,2000,2001,antiablepriableought,7.64,19.79,10.61,24.53,0.0,0.0,able,30162
Woodlawn,Church ,889,44098,Glendale,Ash ,49,53951,1,1,2000,2001,antiablepriableought,7.64,20.51,10.61,35.48,0.0,125.71,able,30162
Maple Grove,North ,341,38252,Sunnyside,Chestnut ,401,21952,1,1,2000,2001,antiablepriableought,17.19,98.77,33.17,108.64,0.0,121.52,able,60587
Macedonia,Main ,290,41087,Marion,Woodland Valley,759,90399,1,1,2000,2001,antiablepriableought,29.14,45.34,48.66,73.9,0.0,0.0,able,29431
Highland,1st Ridge,596,49454,Mount Olive,Johnson ,465,88059,1,1,2000,2001,antiablepriableought,32.27,61.19,64.54,91.17,804.57,0.0,able,79003
Buena Vista,4th 10th,188,65752,Brownsville,4th ,991,79310,1,1,2000,2001,antiablepriableought,32.99,17.85,64.66,29.8,0.0,0.0,able,33451
Buena Vista,4th 10th,188,65752,Brownsville,4th ,991,79310,1,1,2000,2001,antiablepriableought,32.99,64.51,64.66,92.24,0.0,277.56,able,33451
Lakeview,Maple Franklin,172,98579,Bay View,Lake ,362,36457,1,1,2000,2001,antiablepriableought,37.14,94.51,46.05,100.18,0.0,0.0,able,51904
Glenwood,South 9th,129,53511,Cedar Grove,Poplar ,57,01011,1,1,2000,2001,antiablepriableought,48.8,53.76,60.02,93.54,0.0,0.0,able,43951
Riverdale,Twelfth ,223,69391,Oakdale,Hill ,848,49584,1,1,2000,2001,antiablepriableought,60.0,24.26,62.4,34.93,0.0,0.0,able,47838
Riverdale,Twelfth ,223,69391,Oakdale,Hill ,848,49584,1,1,2000,2001,antiablepriableought,60.0,72.25,62.4,112.71,0.0,0.0,able,47838
Howell,Second Lee,802,14854,Unionville,Smith ,36,51711,1,1,2000,2001,antiablepriableought,65.62,94.51,74.15,100.18,0.0,0.0,able,51904
Oakland,South Main,577,99843,Buena Vista,12th 10th,292,35752,1,1,2000,2001,antiablepriableought,91.16,34.45,128.53,57.18,0.0,0.0,able,83604
Oakland,South Main,577,99843,Buena Vista,12th 10th,292,35752,1,1,2000,2001,antiablepriableought,91.16,94.48,128.53,101.09,0.0,408.03,able,83604
Five Points,Franklin ,46,76098,Hamilton,Main ,116,52808,1,1,2000,2001,antiablepriableought,98.21,21.87,171.86,21.87,0.0,0.0,able,40162
Five Points,Franklin ,46,76098,Hamilton,Main ,116,52808,1,1,2000,2001,antiablepriableought,98.21,98.85,171.86,188.8,0.0,2077.83,able,40162
Mount Zion,Highland Railroad,182,48054,Woodlawn,Mill Valley,999,54098,1,1,2000,2001,antiablepriableought,99.2,7.66,108.12,9.34,0.0,0.0,able,54107
Mount Zion,Highland Railroad,182,48054,Woodlawn,Mill Valley,999,54098,1,1,2000,2001,antiablepriableought,99.2,31.78,108.12,46.39,0.0,0.0,able,54107
Sulphur Springs,Eigth ,62,18354,Deerfield,Pine ,258,79840,1,1,2000,2001,antiablepriableought,10.7,31.61,10.91,59.74,108.04,8.05,anti,88877
